id,nanswers
"1141040","1"
"1142101","2"
"1142477","2"
"1150965","4"
"1157425","7"
"1158195","1"
"1159729","3"
"1163319","4"
"1164245","4"
"1165632","4"
"1166433","2"
"1168821","2"
"1171103","3"
"1171627","4"
"1175008","5"
"1176579","3"
"1176929","1"
"1178061","4"
"1181259","2"
"1184543","5"
"1184789","2"
"1193220","1"
"1198316","4"
"1198756","2"
"1201048","3"
"1203317","2"
"1207292","2"
"1209525","9"
"1211822","5"
"1214151","6"
"1216242","2"
"1221118","2"
"1224021","11"
"1225720","4"
"1226177","3"
"1229588","2"
"1235556","2"
"1241947","17"
"1250689","4"
"1252140","1"
"1258104","2"
"1258706","3"
"1263980","3"
"1275045","4"
"1275814","2"
"1276498","3"
"1277276","3"
"1278974","4"
"1280702","7"
"1283352","3"
"1286837","1"
"1292228","5"
"1294486","3"
"1297625","1"
"1297696","6"
"1300169","3"
"1304456","1"
"1307251","1"
"1308347","1"
"1309280","2"
"1312984","2"
"1317506","2"
"1318148","2"
"1319320","2"
"1321557","3"
"1323551","2"
"1326036","4"
"1326770","1"
"1326858","3"
"1329730","2"
"1335880","1"
"1339787","1"
"1341908","4"
"1342955","2"
"1343065","2"
"1345131","1"
"1345691","1"
"1349566","6"
"1349938","1"
"1350030","1"
"1354380","6"
"1357149","0"
"1357553","6"
"1368034","1"
"1372466","1"
"1373407","4"
"1375002","1"
"1379434","3"
"1381205","10"
"1381409","3"
"1382215","5"
"1382303","4"
"1383869","4"
"1384236","2"
"1384282","5"
"1385082","4"
"1386139","4"
"1387073","2"
"1389055","3"
"1389176","1"
"1389754","3"
"1391132","6"
"1391280","3"
"1391328","4"
"1391692","5"
"1394267","1"
"1394616","2"
"1397091","3"
"1398703","1"
"1399157","1"
"1401454","2"
"1401895","1"
"1405872","1"
"1408227","3"
"1412195","5"
"1412239","1"
"1415673","2"
"1416582","2"
"1419069","3"
"1420138","2"
"1420761","3"
"1421245","2"
"1424947","3"
"1430316","1"
"1441209","3"
"1442054","2"
"1448072","3"
"1450459","2"
"1459902","12"
"1460208","4"
"1462957","2"
"1464237","5"
"1465704","13"
"1466011","5"
"1473186","2"
"1475991","4"
"1478887","1"
"1480974","1"
"1481443","1"
"1483595","2"
"1487749","1"
"1488440","2"
"1497204","3"
"1502835","2"
"1511723","2"
"1512712","3"
"1514282","3"
"1519952","1"
"1522869","1"
"1523020","3"
"1527735","2"
"1529475","2"
"1530949","1"
"1531721","4"
"1531881","3"
"1535053","2"
"1548079","1"
"1570493","1"
"1579084","2"
"1581287","2"
"1583902","2"
"1584552","3"
"1584825","3"
"1586012","2"
"1587423","2"
"1587695","3"
"1589850","1"
"1590103","2"
"1593037","1"
"1594206","4"
"1597002","3"
"1597421","1"
"1598541","3"
"1599087","3"
"1601560","1"
"1606494","4"
"1608706","7"
"1609559","2"
"1612222","1"
"1617649","3"
"1620823","1"
"1622834","5"
"1622947","3"
"1624846","8"
"1625111","3"
"1626163","2"
"1628138","2"
"1628308","3"
"1629415","1"
"1634324","4"
"1636572","1"
"1646394","1"
"1649515","3"
"1649968","2"
"1657601","1"
"1667996","2"
"1669103","3"
"1678539","3"
"1691830","3"
"1696203","3"
"1713299","1"
"1715036","7"
"1715605","2"
"1715628","4"
"1719033","1"
"1719875","2"
"1724598","1"
"1732789","5"
"1741160","10"
"1742740","2"
"1744165","2"
"1749423","1"
"1751625","1"
"1752477","5"
"1756338","2"
"1759035","3"
"1761155","3"
"1762803","3"
"1765222","1"
"1766822","2"
"1767117","5"
"1770942","5"
"1775957","3"
"1776827","3"
"1777483","3"
"1778897","8"
"1778977","4"
"1781905","4"
"1788150","5"
"1791060","2"
"1792541","1"
"1793188","2"
"1793979","4"
"1799022","2"
"1800662","1"
"1805214","2"
"1807301","3"
"1820386","1"
"1822119","1"
"1829879","2"
"1832073","1"
"1833167","3"
"1842373","3"
"1847357","7"
"1852263","1"
"1858448","4"
"1866225","2"
"1867269","5"
"1874313","1"
"1877242","4"
"1880169","9"
"1883929","4"
"1884347","1"
"1885199","2"
"1885423","4"
"1885516","1"
"1887870","2"
"1892238","2"
"1895955","5"
"1906622","2"
"1908980","10"
"1917245","3"
"1919885","3"
"1920973","1"
"1929340","3"
"1936846","2"
"1943377","1"
"1951212","7"
"1958710","2"
"1959272","3"
"1961162","3"
"1962271","4"
"1963521","3"
"1966154","2"
"1967963","5"
"1971091","1"
"1975730","1"
"1976821","7"
"1984269","3"
"1990576","2"
"1991477","4"
"1991676","2"
"1993756","5"
"1995639","6"
"1996613","2"
"1996954","1"
"1997104","1"
"1999602","4"
"2000500","1"
"2000875","2"
"2005243","2"
"2006683","2"
"2015286","4"
"2017286","3"
"2020625","5"
"2021263","5"
"2021392","5"
"2021706","2"
"2022009","1"
"2023109","1"
"2024610","3"
"2025603","1"
"2031020","1"
"2031355","2"
"2033315","5"
"2036099","2"
"2038760","9"
"2043936","4"
"2045702","4"
"2047732","5"
"2048281","7"
"2050292","5"
"2058191","2"
"2058225","1"
"2062350","2"
"2064073","2"
"2067872","1"
"2071405","3"
"2075335","4"
"2077325","2"
"2079336","2"
"2080656","1"
"2094136","5"
"2095233","4"
"2095430","1"
"2096905","6"
"2097894","2"
"2098718","2"
"2100208","8"
"2105403","5"
"2106601","3"
"2114814","4"
"2116230","2"
"2116569","3"
"2122455","1"
"2125348","5"
"2127014","1"
"2130167","5"
"2130755","2"
"2131522","6"
"2133229","2"
"2135713","3"
"2138325","2"
"2138817","1"
"2139053","7"
"2140238","2"
"2146271","2"
"2147016","1"
"2147837","2"
"2148799","3"
"2149314","1"
"2154651","1"
"2157900","5"
"2159849","1"
"2163527","1"
"2163975","1"
"2165828","4"
"2168620","1"
"2170359","2"
"2170720","3"
"2173894","3"
"2174329","2"
"2174651","3"
"2178106","2"
"2179520","6"
"2185103","2"
"2185421","1"
"2192354","2"
"2194627","1"
"2195653","3"
"2198853","3"
"2199017","1"
"2200212","1"
"2201419","3"
"2205694","3"
"2206054","1"
"2206250","5"
"2210011","3"
"2213200","2"
"2223759","2"
"2225474","2"
"2225644","1"
"2225720","4"
"2227225","3"
"2227351","1"
"2234605","3"
"2235158","11"
"2235434","4"
"2237988","3"
"2239069","2"
"2239192","2"
"2241507","5"
"2241769","3"
"2244559","3"
"2244796","1"
"2244819","2"
"2245737","1"
"2250087","1"
"2253061","2"
"2255371","1"
"2261300","4"
"2261506","5"
"2264661","2"
"2265199","3"
"2266724","2"
"2268827","2"
"2273993","1"
"2274714","2"
"2277463","4"
"2279621","2"
"2289827","3"
"2289867","1"
"2290116","2"
"2293902","4"
"2298853","1"
"2301457","3"
"2307946","5"
"2310558","11"
"2311811","3"
"2321643","2"
"2328678","1"
"2331951","2"
"2332321","2"
"2333586","3"
"2335244","2"
"2341741","3"
"2341860","3"
"2345076","2"
"2346451","2"
"2346765","1"
"2346927","2"
"2348789","3"
"2349222","2"
"2356373","2"
"2358047","3"
"2363716","1"
"2366698","3"
"2374527","1"
"2375541","3"
"2384085","1"
"2393203","2"
"2394762","3"
"2398269","3"
"2399007","2"
"2401706","9"
"2405199","1"
"2410477","1"
"2411096","3"
"2413276","3"
"2419854","1"
"2430431","2"
"2437800","3"
"2441615","2"
"2442264","6"
"2443155","2"
"2444635","3"
"2445217","2"
"2446366","1"
"2448256","4"
"2453341","2"
"2453524","3"
"2453944","1"
"2455056","1"
"2456714","4"
"2460608","3"
"2460941","1"
"2463306","1"
"2465260","1"
"2467419","3"
"2469644","4"
"2470035","5"
"2470879","1"
"2475510","1"
"2475695","3"
"2477546","1"
"2480501","1"
"2481862","3"
"2482872","2"
"2488089","3"
"2490983","4"
"2490996","3"
"2491966","2"
"2495472","3"
"2496178","5"
"2496989","3"
"2497501","9"
"2499579","2"
"2501012","2"
"2501349","1"
"2501729","4"
"2502927","4"
"2504643","2"
"2505149","2"
"2508155","1"
"2508980","3"
"2510626","3"
"2515834","2"
"2517735","2"
"2519420","3"
"2520050","3"
"2520667","2"
"2527729","1"
"2528622","1"
"2532196","1"
"2535138","3"
"2536098","1"
"2540332","3"
"2540794","1"
"2541846","3"
"2541850","4"
"2541934","2"
"2556091","1"
"2557393","1"
"2559856","1"
"2563238","1"
"2567427","1"
"2567890","2"
"2573354","4"
"2574341","4"
"2576754","10"
"2577055","3"
"2579103","7"
"2580473","2"
"2586130","2"
"2587838","1"
"2593158","2"
"2600002","2"
"2601059","4"
"2605149","3"
"2608383","3"
"2608541","2"
"2611895","3"
"2612622","2"
"2615554","8"
"2616867","1"
"2617322","2"
"2620226","1"
"2621007","4"
"2622555","3"
"2629256","3"
"2631080","1"
"2635161","3"
"2637494","4"
"2638555","3"
"2639536","4"
"2642046","4"
"2642494","2"
"2642507","1"
"2643462","6"
"2644493","4"
"2649672","1"
"2649949","1"
"2652233","1"
"2653180","4"
"2654385","3"
"2654712","3"
"2659223","2"
"2661236","3"
"2663880","3"
"2665709","1"
"2665731","1"
"2669363","1"
"2669375","1"
"2670172","2"
"2670421","1"
"2671773","2"
"2671840","6"
"2681292","1"
"2681401","3"
"2683954","3"
"2684396","2"
"2689629","7"
"2691160","2"
"2692371","5"
"2692845","3"
"2694697","3"
"2698297","2"
"2699056","4"
"2705041","1"
"2707366","1"
"2707967","4"
"2708475","4"
"2712416","1"
"2715499","2"
"2717304","2"
"2717403","7"
"2721882","1"
"2733947","2"
"2734272","4"
"2737685","4"
"2743351","4"
"2746939","3"
"2757234","2"
"2757442","5"
"2757488","2"
"2758869","3"
"2761343","2"
"2761571","1"
"2766246","6"
"2773535","2"
"2773660","3"
"2779017","4"
"2779521","4"
"2780198","5"
"2781067","3"
"2783094","9"
"2785024","1"
"2785061","1"
"2785448","2"
"2791874","2"
"2792591","2"
"2797607","2"
"2798745","7"
"2800398","3"
"2802148","2"
"2802605","3"
"2802780","2"
"2803498","2"
"2803732","1"
"2806682","4"
"2807125","2"
"2814836","2"
"2815523","2"
"2819890","1"
"2821646","1"
"2825371","2"
"2826197","1"
"2831630","1"
"2833018","3"
"2834455","6"
"2836700","2"
"2838754","4"
"2842763","1"
"2843648","1"
"2845684","1"
"2848609","1"
"2849409","1"
"2852530","3"
"2854364","2"
"2856248","4"
"2856466","3"
"2860469","1"
"2860943","13"
"2863393","2"
"2869371","2"
"2874374","2"
"2875302","2"
"2875464","2"
"2877262","18"
"2880359","5"
"2884252","2"
"2890170","4"
"2893419","1"
"2893567","3"
"2894926","2"
"2895471","2"
"2897363","2"
"2897587","3"
"2900941","2"
"2902205","2"
"2907699","1"
"2908320","2"
"2910166","4"
"2914706","2"
"2915843","3"
"2918830","3"
"2919968","6"
"2923428","6"
"2925840","3"
"2926485","2"
"2927291","3"
"2927952","3"
"2935229","2"
"2935387","7"
"2936069","1"
"2937387","1"
"2938175","3"
"2938885","3"
"2942643","1"
"2946736","2"
"2949464","3"
"2949820","2"
"2953787","4"
"2955087","3"
"2958489","3"
"2959805","4"
"2961422","1"
"2961555","2"
"2968039","2"
"2968891","2"
"2971914","2"
"2972713","1"
"2977095","1"
"2977654","1"
"2979994","1"
"2981132","1"
"2981762","4"
"2982646","3"
"2985230","7"
"2994272","2"
"2995363","1"
"2997829","3"
"2998914","3"
"2999937","3"
"3005538","3"
"3009555","4"
"3010133","1"
"3012650","2"
"3013294","3"
"3014890","5"
"3018438","2"
"3020234","2"
"3021200","18"
"3021970","7"
"3023560","2"
"3024933","1"
"3027273","2"
"3028380","9"
"3028900","1"
"3029717","2"
"3030758","2"
"3036141","2"
"3036508","2"
"3040405","1"
"3043794","6"
"3047207","1"
"3049416","1"
"3049485","4"
"3056376","2"
"3057296","1"
"3062609","2"
"3063351","5"
"3067928","2"
"3068085","4"
"3068916","3"
"3072030","1"
"3073477","2"
"3077790","2"
"3080332","4"
"3084247","2"
"3084481","3"
"3086225","1"
"3087483","3"
"3087548","7"
"3087680","3"
"3101360","1"
"3106564","3"
"3109034","1"
"3109732","3"
"3112941","3"
"3112972","4"
"3115524","1"
"3116806","1"
"3120704","1"
"3125410","3"
"3126255","7"
"3128985","1"
"3130364","4"
"3132130","5"
"3133496","3"
"3135524","6"
"3135626","3"
"3136229","1"
"3139718","2"
"3142230","1"
"3142722","2"
"3142935","1"
"3145619","3"
"3145936","2"
"3150069","2"
"3150847","2"
"3150930","4"
"3152505","1"
"3156870","4"
"3159417","3"
"3160583","1"
"3161490","4"
"3162825","2"
"3164978","4"
"3167113","5"
"3170310","1"
"3172078","4"
"3173298","3"
"3177122","1"
"3177280","2"
"3177431","2"
"3178109","3"
"3178779","1"
"3183860","2"
"3183868","3"
"3185141","1"
"3188182","4"
"3191690","6"
"3196846","1"
"3199577","3"
"3199883","1"
"3200292","2"
"3200617","4"
"3203264","2"
"3203957","1"
"3204456","4"
"3207054","1"
"3207195","2"
"3208627","4"
"3208905","6"
"3209602","1"
"3211935","2"
"3218786","3"
"3221810","1"
"3224705","3"
"3226057","2"
"3226374","2"
"3233770","4"
"3236224","1"
"3237333","1"
"3237399","2"
"3239648","2"
"3240084","6"
"3241461","4"
"3248925","1"
"3254729","2"
"3266524","4"
"3269415","1"
"3271912","1"
"3272629","4"
"3273734","1"
"3274566","2"
"3283145","3"
"3284787","2"
"3286929","4"
"3289445","2"
"3291295","1"
"3291994","2"
"3292160","7"
"3292449","3"
"3294844","1"
"3296649","5"
"3297311","2"
"3299003","2"
"3301174","4"
"3302408","2"
"3305614","1"
"3312304","2"
"3315598","3"
"3316356","1"
"3320770","1"
"3321331","2"
"3324650","3"
"3325426","1"
"3326531","3"
"3327551","1"
"3327974","5"
"3328930","1"
"3329282","4"
"3333805","2"
"3334242","2"
"3335487","1"
"3337050","3"
"3340436","2"
"3345178","1"
"3345317","4"
"3346838","2"
"3348248","1"
"3348899","4"
"3349115","2"
"3349274","1"
"3351127","3"
"3353930","6"
"3355440","4"
"3357809","1"
"3358485","2"
"3360799","1"
"3361097","4"
"3361129","2"
"3362064","1"
"3364797","4"
"3365287","1"
"3365308","1"
"3365467","1"
"3367652","1"
"3368447","7"
"3369955","3"
"3373504","6"
"3374615","5"
"3377092","2"
"3378429","2"
"3379636","3"
"3380961","2"
"3381457","2"
"3382311","1"
"3384168","3"
"3387784","2"
"3393126","3"
"3393356","1"
"3398987","2"
"3399583","6"
"3402782","4"
"3405639","2"
"3406344","1"
"3406347","3"
"3407503","2"
"3410526","2"
"3413297","5"
"3416080","0"
"3417924","5"
"3421154","2"
"3421309","5"
"3423226","5"
"3426604","3"
"3427966","1"
"3431906","2"
"3431950","2"
"3431985","2"
"3432548","1"
"3432577","3"
"3433305","1"
"3434974","1"
"3435824","2"
"3436672","3"
"3437499","6"
"3439753","1"
"3440346","1"
"3441632","5"
"3441642","1"
"3446459","1"
"3447255","2"
"3448115","2"
"3450284","2"
"3451211","3"
"3451314","1"
"3453798","1"
"3453957","2"
"3463743","3"
"3464113","3"
"3470227","9"
"3470526","8"
"3470743","2"
"3473651","5"
"3475208","4"
"3484616","2"
"3488923","3"
"3490615","4"
"3492138","2"
"3496195","2"
"3498945","5"
"3501454","1"
"3502075","1"
"3503006","2"
"3505346","7"
"3505453","4"
"3508137","1"
"3511611","2"
"3512204","2"
"3515432","5"
"3516440","2"
"3516931","1"
"3526155","4"
"3529077","2"
"3531377","5"
"3531506","4"
"3531706","3"
"3533832","2"
"3536846","2"
"3537079","1"
"3540486","2"
"3541729","4"
"3542026","1"
"3543139","4"
"3543791","2"
"3547894","3"
"3549633","2"
"3553685","2"
"3554414","1"
"3555682","0"
"3556208","3"
"3558291","4"
"3565912","4"
"3566487","3"
"3566598","2"
"3568012","6"
"3576894","3"
"3578053","2"
"3581592","4"
"3581677","1"
"3586480","1"
"3587444","3"
"3589303","3"
"3589860","1"
"3591768","6"
"3592049","3"
"3597412","2"
"3598044","4"
"3600414","6"
"3601443","1"
"3603740","5"
"3604694","2"
"3609764","2"
"3613023","11"
"3615595","2"
"3617293","5"
"3618712","8"
"3627378","3"
"3630056","1"
"3637651","5"
"3640256","1"
"3641297","2"
"3642772","3"
"3645322","4"
"3647031","1"
"3652284","1"
"3652843","4"
"3654283","5"
"3656067","1"
"3657056","2"
"3657705","4"
"3657765","3"
"3658601","2"
"3660154","4"
"3661231","0"
"3663389","2"
"3665432","2"
"3670453","2"
"3671861","3"
"3674584","3"
"3676891","3"
"3677153","1"
"3678069","3"
"3679442","1"
"3680914","5"
"3685316","1"
"3691116","4"
"3691282","3"
"3691287","3"
"3692969","2"
"3694038","1"
"3699504","3"
"3702886","2"
"3704056","1"
"3711754","5"
"3712867","1"
"3714819","5"
"3716972","2"
"3717540","2"
"3719135","3"
"3719570","1"
"3719691","2"
"3721565","3"
"3723451","2"
"3727686","2"
"3732415","2"
"3733201","1"
"3734333","2"
"3734613","2"
"3736726","2"
"3736933","3"
"3737446","1"
"3738699","1"
"3738874","4"
"3742566","1"
"3743566","1"
"3744628","3"
"3745534","1"
"3746470","2"
"3747061","1"
"3747731","2"
"3755458","2"
"3756328","6"
"3757432","1"
"3758040","1"
"3758819","4"
"3760593","2"
"3761411","1"
"3765046","2"
"3766004","2"
"3767047","5"
"3770496","2"
"3771812","2"
"3775967","2"
"3776150","2"
"3778453","7"
"3779839","2"
"3780771","1"
"3783984","1"
"3788841","2"
"3791484","1"
"3793046","2"
"3794719","1"
"3801586","1"
"3801694","2"
"3802926","3"
"3803140","3"
"3804442","8"
"3804615","2"
"3805424","6"
"3808305","1"
"3812449","2"
"3816831","1"
"3817945","3"
"3818132","4"
"3818702","2"
"3824932","0"
"3825725","1"
"3827267","2"
"3828793","8"
"3828990","3"
"3831560","5"
"3831579","5"
"3832939","3"
"3836961","3"
"3844625","3"
"3846237","4"
"3848515","2"
"3848561","1"
"3848722","2"
"3849259","2"
"3850731","4"
"3850859","3"
"3852384","1"
"3854354","1"
"3864840","2"
"3865446","3"
"3868027","2"
"3868851","2"
"3872418","5"
"3883080","3"
"3883658","1"
"3884916","5"
"3886256","2"
"3887588","1"
"3889809","4"
"3891118","6"
"3911715","1"
"3912076","1"
"3917742","1"
"3921877","1"
"3925092","1"
"3928701","1"
"3932456","1"
"3932686","3"
"3933447","2"
"3933539","3"
"3934331","12"
"3934639","2"
"3934892","1"
"3935028","0"
"3938379","1"
"3939252","1"
"3942718","6"
"3949824","18"
"3954767","3"
"3963423","1"
"3967787","2"
"3969792","2"
"3971206","3"
"3974838","7"
"3975005","1"
"3976930","1"
"3978593","1"
"3981638","7"
"3982173","3"
"3983663","2"
"3984436","1"
"3985589","3"
"3986415","1"
"3988230","6"
"3989468","1"
"3990957","1"
"3992131","2"
"3995011","4"
"4001013","1"
"4007610","2"
"4007846","1"
"4008013","4"
"4011097","5"
"4011260","1"
"4011449","4"
"4012054","1"
"4013204","2"
"4014128","2"
"4015746","3"
"4019614","3"
"4019778","1"
"4026123","3"
"4027712","1"
"4029266","1"
"4031689","3"
"4033591","3"
"4035532","1"
"4037618","4"
"4038440","3"
"4038622","2"
"4042852","2"
"4048878","2"
"4052594","3"
"4053114","1"
"4056316","3"
"4059116","3"
"4060125","1"
"4060730","4"
"4061381","1"
"4062764","2"
"4067736","6"
"4068139","1"
"4074071","1"
"4075471","3"
"4075509","2"
"4076066","1"
"4077081","1"
"4080753","2"
"4080770","1"
"4090415","2"
"4094570","1"
"4100445","7"
"4104212","1"
"4104373","3"
"4106376","6"
"4107744","1"
"4113254","1"
"4114501","3"
"4115719","11"
"4119850","2"
"4123064","1"
"4123099","3"
"4126374","1"
"4126733","1"
"4128497","3"
"4128860","1"
"4136503","1"
"4137538","1"
"4145720","3"
"4145824","1"
"4146449","1"
"4148323","1"
"4148934","2"
"4149603","3"
"4150300","2"
"4154182","4"
"4154685","5"
"4157480","1"
"4161947","1"
"4162385","2"
"4162636","3"
"4166015","3"
"4170000","1"
"4171008","3"
"4171245","2"
"4190164","2"
"4192222","1"
"4192658","4"
"4194214","3"
"4194770","2"
"4196727","4"
"4198000","1"
"4198943","1"
"4199046","3"
"4199219","7"
"4200076","4"
"4200368","2"
"4202553","2"
"4203225","6"
"4206007","3"
"4206108","2"
"4216669","4"
"4217112","2"
"4219197","3"
"4219445","1"
"4223214","1"
"4225685","1"
"4226557","1"
"4230953","1"
"4232704","3"
"4235794","1"
"4236717","2"
"4237140","3"
"4242211","2"
"4246070","3"
"4250056","1"
"4259183","1"
"4259337","2"
"4259768","2"
"4260028","5"
"4262266","3"
"4264250","2"
"4265577","4"
"4265787","2"
"4267747","1"
"4269610","0"
"4275536","1"
"4277242","4"
"4279594","2"
"4282199","1"
"4283215","2"
"4284178","1"
"4285496","2"
"4285532","1"
"4286755","1"
"4290540","1"
"4291469","2"
"4291862","4"
"4292290","2"
"4292800","4"
"4294937","3"
"4296184","3"
"4297071","1"
"4297555","1"
"4298001","2"
"4309690","3"
"4313975","3"
"4322645","4"
"4323800","2"
"4328369","3"
"4329260","1"
"4329806","2"
"4333015","4"
"4333967","4"
"4339036","3"
"4339611","3"
"4340384","2"
"4343157","1"
"4346125","5"
"4347864","3"
"4355591","3"
"4358275","0"
"4360010","3"
"4362847","2"
"4370208","1"
"4372960","5"
"4373355","1"
"4373917","3"
"4376672","1"
"4376701","1"
"4376821","1"
"4378750","1"
"4379786","1"
"4385831","2"
"4386031","3"
"4391919","2"
"4393106","3"
"4393556","1"
"4394233","2"
"4396546","1"
"4398810","3"
"4399164","1"
"4405334","3"
"4424876","3"
"4426658","2"
"4428443","5"
"4430743","1"
"4433744","4"
"4438360","2"
"4447798","2"
"4447913","2"
"4451953","1"
"4455083","1"
"4457097","8"
"4458726","6"
"4459509","2"
"4460543","2"
"4462035","3"
"4462705","3"
"4464697","2"
"4471169","1"
"4472716","2"
"4473859","1"
"4476644","2"
"4478805","15"
"4484246","6"
"4484477","10"
"4486177","2"
"4497677","2"
"4499134","1"
"4499838","2"
"4500070","3"
"4503311","2"
"4503720","3"
"4508458","2"
"4510639","1"
"4511443","3"
"4514833","3"
"4515885","1"
"4516565","6"
"4517553","2"
"4519897","2"
"4521119","3"
"4530711","5"
"4532530","1"
"4533138","2"
"4533670","2"
"4535445","1"
"4537099","4"
"4538435","1"
"4539432","1"
"4540451","4"
"4540797","1"
"4542223","6"
"4542929","2"
"4543750","2"
"4544244","1"
"4544687","1"
"4545279","2"
"4546332","1"
"4548991","1"
"4549799","4"
"4550187","1"
"4551895","1"
"4558406","4"
"4560024","2"
"4563358","2"
"4566378","6"
"4570211","2"
"4571884","1"
"4574511","1"
"4575101","1"
"4575336","2"
"4575816","3"
"4581013","4"
"4581477","3"
"4581641","3"
"4586641","1"
"4589831","5"
"4591845","2"
"4594351","2"
"4595129","1"
"4595572","1"
"4599008","3"
"4599255","3"
"4600106","5"
"4603175","4"
"4604925","9"
"4605139","4"
"4606864","4"
"4607877","2"
"4613678","4"
"4615039","7"
"4616738","2"
"4617392","1"
"4617854","4"
"4617938","2"
"4623278","6"
"4628601","8"
"4631270","2"
"4633221","2"
"4634381","1"
"4637891","5"
"4638173","2"
"4642040","3"
"4643085","7"
"4647660","2"
"4648743","3"
"4649413","3"
"4649751","2"
"4650433","2"
"4651453","3"
"4654188","3"
"4655839","4"
"4657396","1"
"4658421","1"
"4660610","3"
"4661270","2"
"4664384","2"
"4664893","6"
"4665698","3"
"4670069","3"
"4672130","2"
"4672317","2"
"4672759","2"
"4673448","1"
"4674547","5"
"4674734","3"
"4680823","1"
"4681350","4"
"4683745","2"
"4685918","5"
"4686151","2"
"4689123","2"
"4689178","8"
"4694832","2"
"4696141","3"
"4696234","2"
"4699997","3"
"4702397","3"
"4704058","1"
"4704349","2"
"4707004","3"
"4707053","4"
"4707634","5"
"4709176","1"
"4713574","6"
"4719235","0"
"4719639","3"
"4719939","2"
"4720718","3"
"4724289","2"
"4727077","3"
"4728566","2"
"4730206","3"
"4732232","1"
"4740265","4"
"4740427","2"
"4744222","8"
"4744298","2"
"4746767","1"
"4747207","3"
"4747522","1"
"4747815","4"
"4753648","3"
"4754084","1"
"4758321","3"
"4762647","2"
"4765947","4"
"4768087","4"
"4769697","1"
"4771223","1"
"4771323","3"
"4773609","3"
"4775084","2"
"4777930","1"
"4780878","2"
"4784092","4"
"4787246","3"
"4787261","6"
"4792469","1"
"4793302","1"
"4795430","6"
"4799502","2"
"4803001","2"
