id,ncomments
"585320","0"
"595002","1"
"595165","0"
"595873","6"
"597880","1"
"598949","0"
"602625","0"
"603271","0"
"604210","0"
"604290","0"
"605498","0"
"608120","1"
"609127","1"
"609553","2"
"610013","1"
"610080","0"
"611092","4"
"612015","1"
"612178","22"
"612957","0"
"616161","1"
"619921","0"
"620134","0"
"621189","0"
"622900","0"
"623159","0"
"623815","0"
"624898","2"
"626303","0"
"627353","0"
"630566","0"
"637090","7"
"639034","0"
"639125","0"
"640116","0"
"641810","0"
"642515","0"
"642834","1"
"646395","0"
"649141","0"
"649149","5"
"653304","1"
"654957","0"
"655042","0"
"655137","1"
"663440","0"
"663768","6"
"664673","1"
"665386","1"
"667412","0"
"670615","0"
"671512","1"
"672506","0"
"678873","0"
"679974","0"
"680206","1"
"681583","1"
"681991","0"
"684662","0"
"689170","0"
"691085","0"
"693974","0"
"695802","0"
"696307","0"
"697065","0"
"698245","0"
"699264","0"
"703272","1"
"703450","1"
"703757","0"
"704420","0"
"704798","0"
"707072","3"
"707785","0"
"708210","2"
"713064","0"
"713644","0"
"714308","0"
"714574","0"
"715113","1"
"717570","2"
"720710","3"
"721472","0"
"724257","0"
"725367","1"
"725387","0"
"728108","1"
"728143","0"
"730206","1"
"731146","0"
"731528","0"
"733971","2"
"735001","1"
"735193","0"
"740584","1"
"740812","1"
"740837","2"
"741663","0"
"743076","0"
"744530","4"
"746377","0"
"746816","3"
"751759","1"
"752108","0"
"757001","0"
"760166","4"
"761889","0"
"767408","0"
"767978","1"
"769268","0"
"769634","0"
"771535","0"
"777607","2"
"778990","0"
"781312","0"
"784848","0"
"785016","3"
"786093","0"
"788459","0"
"790592","0"
"790619","0"
"790676","0"
"797445","0"
"798266","1"
"800463","0"
"800685","14"
"804155","1"
"809602","3"
"811988","0"
"812105","0"
"812894","2"
"815740","0"
"818704","0"
"820289","0"
"822969","0"
"823821","0"
"825709","2"
"827518","1"
"827634","0"
"829707","0"
"834694","2"
"835012","0"
"835826","2"
"836398","0"
"839280","5"
"839697","0"
"840537","0"
"840901","0"
"841144","0"
"843122","0"
"843900","0"
"845623","3"
"847377","2"
"847930","0"
"851538","0"
"852297","1"
"855302","0"
"867171","3"
"868844","2"
"870648","0"
"875472","0"
"877392","1"
"877820","0"
"878837","2"
"879321","0"
"882130","0"
"882458","0"
"885804","2"
"886683","2"
"887565","0"
"888473","0"
"890085","3"
"890447","0"
"891018","1"
"892249","1"
"893757","0"
"894121","1"
"896901","2"
"897119","0"
"898660","0"
"899991","0"
"901034","0"
"901279","0"
"905029","0"
"906316","0"
"907302","1"
"909035","1"
"909750","2"
"909977","0"
"910465","11"
"910468","3"
"912580","0"
"912741","4"
"912850","1"
"912955","0"
"915999","2"
"917475","0"
"918627","0"
"918676","0"
"920542","1"
"926172","5"
"926920","0"
"929351","0"
"929720","2"
"932339","0"
"932866","0"
"934171","0"
"937459","1"
"938765","0"
"938897","0"
"939040","4"
"939677","0"
"939941","0"
"940529","0"
"941528","0"
"942139","0"
"946547","0"
"949064","0"
"949340","0"
"949543","1"
"949907","2"
"951487","1"
"951496","0"
"952019","9"
"954416","10"
"954521","3"
"955006","0"
"955915","0"
"957388","1"
"967773","0"
"970308","0"
"970612","0"
"971369","2"
"978350","0"
"978361","3"
"982718","1"
"984106","0"
"984525","0"
"986244","4"
"986831","0"
"991751","0"
"992997","3"
"994291","4"
"995253","1"
"996025","0"
"996588","0"
"998084","0"
"1003490","4"
"1005129","0"
"1005381","1"
"1007348","0"
"1010571","0"
"1010875","1"
"1011245","1"
"1019204","0"
"1019378","0"
"1026828","0"
"1028853","0"
"1031772","5"
"1032717","0"
"1036854","1"
"1038683","0"
"1039465","0"
"1041181","0"
"1042605","7"
"1045183","3"
"1046599","1"
"1046635","1"
"1047207","2"
"1048537","0"
"1048549","3"
"1051761","9"
"1054117","8"
"1055078","0"
"1055677","0"
"1055817","2"
"1056317","1"
"1057501","1"
"1058793","0"
"1059603","2"
"1062324","0"
"1063049","1"
"1068880","0"
"1075245","3"
"1079131","0"
"1081976","0"
"1082014","0"
"1082386","1"
"1082694","0"
"1085764","0"
"1085874","2"
"1086049","6"
"1088041","0"
"1088170","2"
"1088916","6"
"1089046","0"
"1093181","0"
"1098254","3"
"1099391","2"
"1106163","1"
"1108364","0"
"1108753","0"
"1109041","0"
"1109761","0"
"1112456","4"
"1113405","0"
"1116128","0"
"1117457","1"
"1118932","1"
"1120190","1"
"1123937","0"
"1124954","0"
"1125330","0"
"1130360","0"
"1131188","0"
"1134119","0"
"1136405","0"
"1137361","0"
"1139856","8"
"1140047","0"
"1147220","0"
"1147308","0"
"1149996","0"
"1151450","0"
"1152872","1"
"1154114","2"
"1155304","1"
"1155553","0"
"1160146","0"
"1161022","0"
"1162484","0"
"1162504","1"
"1163921","0"
"1166952","0"
"1167208","4"
"1167525","5"
"1167641","0"
"1170738","4"
"1171828","0"
"1172598","6"
"1172709","2"
"1175200","0"
"1175828","0"
"1178874","0"
"1179053","0"
"1180152","0"
"1180365","8"
"1192141","0"
"1193529","0"
"1193578","1"
"1194443","0"
"1195396","3"
"1195439","0"
"1195728","0"
"1196217","2"
"1199058","1"
"1199761","0"
"1205238","0"
"1207620","0"
"1209789","0"
"1211128","1"
"1211487","0"
"1212251","0"
"1214011","2"
"1214026","1"
"1214387","0"
"1214582","1"
"1214621","1"
"1214869","0"
"1216293","2"
"1217302","0"
"1218284","0"
"1220046","3"
"1222974","4"
"1223667","0"
"1226213","2"
"1227186","0"
"1228439","0"
"1228701","1"
"1228998","3"
"1230156","2"
"1231178","0"
"1235218","0"
"1235883","0"
"1236452","0"
"1236698","0"
"1240284","1"
"1240851","0"
"1242663","0"
"1242814","0"
"1242993","0"
"1243257","0"
"1244461","0"
"1246091","1"
"1251463","4"
"1252335","7"
"1253814","0"
"1254089","0"
"1255996","3"
"1257299","4"
"1257812","0"
"1259053","0"
"1259561","2"
"1261021","0"
"1261511","0"
"1261725","0"
"1262081","0"
"1262262","2"
"1264367","1"
"1265037","0"
"1265810","0"
"1266117","0"
"1266367","3"
"1266516","4"
"1266652","3"
"1267122","0"
"1271199","3"
"1273599","0"
"1275196","0"
"1275996","0"
"1276039","0"
"1276817","0"
"1277185","0"
"1277226","0"
"1278099","0"
"1278400","0"
"1278806","1"
"1281102","1"
"1282602","0"
"1286795","1"
"1288265","0"
"1290167","0"
"1293003","1"
"1293905","0"
"1300890","7"
"1301980","0"
"1302113","0"
"1303026","1"
"1303761","1"
"1307204","3"
"1311986","0"
"1312292","0"
"1314055","0"
"1315604","0"
"1316826","0"
"1319375","0"
"1320345","0"
"1321080","0"
"1321419","3"
"1321466","0"
"1323067","1"
"1327404","0"
"1329169","0"
"1329833","1"
"1330223","0"
"1331081","0"
"1331792","4"
"1331887","2"
"1332237","0"
"1334631","2"
"1334675","1"
"1335086","0"
"1337923","0"
"1339942","0"
"1344652","4"
"1345851","1"
"1347098","0"
"1350516","1"
"1350998","0"
"1352483","3"
"1353933","1"
"1356051","0"
"1356102","0"
"1357569","0"
"1358836","0"
"1359956","0"
"1360322","0"
"1361886","0"
"1362334","2"
"1362515","0"
"1363290","0"
"1364922","0"
"1365041","1"
"1367653","1"
"1367774","0"
"1372243","3"
"1372987","0"
"1373887","3"
"1377316","0"
"1378902","0"
"1379767","3"
"1381264","5"
"1385507","5"
"1391342","1"
"1397197","0"
"1398671","0"
"1398843","0"
"1400481","0"
"1401639","6"
"1401667","0"
"1403692","0"
"1406034","0"
"1407042","0"
"1407932","0"
"1409540","0"
"1409663","6"
"1410652","1"
"1419800","5"
"1421064","5"
"1425719","1"
"1426117","0"
"1428590","0"
"1432196","0"
"1436252","1"
"1437312","1"
"1438196","1"
"1439900","0"
"1441411","0"
"1442538","0"
"1444153","5"
"1445388","0"
"1446213","0"
"1447045","0"
"1451189","0"
"1454929","1"
"1455434","8"
"1457084","1"
"1458260","4"
"1459501","2"
"1460546","2"
"1461036","0"
"1461088","0"
"1462375","0"
"1464582","1"
"1466077","0"
"1466738","0"
"1468462","2"
"1468615","0"
"1470077","0"
"1471130","1"
"1471239","5"
"1474297","1"
"1476891","0"
"1476989","0"
"1478992","3"
"1479769","1"
"1481793","0"
"1482476","6"
"1482990","4"
"1483348","3"
"1483892","2"
"1484065","1"
"1484440","0"
"1488526","2"
"1488680","5"
"1489069","1"
"1489192","0"
"1492118","4"
"1494705","3"
"1496793","0"
"1497287","0"
"1498211","0"
"1498936","1"
"1501230","0"
"1501803","1"
"1501966","0"
"1502781","0"
"1503974","0"
"1504097","0"
"1505179","5"
"1505382","3"
"1507452","1"
"1508082","1"
"1508375","0"
"1508998","0"
"1509154","0"
"1510599","1"
"1510928","0"
"1512291","0"
"1513267","0"
"1513519","1"
"1513668","2"
"1518180","0"
"1521189","0"
"1521249","2"
"1524227","0"
"1524596","0"
"1525378","0"
"1525658","2"
"1527854","0"
"1528928","2"
"1529208","1"
"1529977","0"
"1530844","1"
"1531113","1"
"1532014","0"
"1532188","1"
"1533134","0"
"1533874","0"
"1534061","0"
"1534908","0"
"1536566","2"
"1536758","1"
"1538099","2"
"1543944","0"
"1546447","2"
"1548053","2"
"1548075","0"
"1552060","0"
"1555936","7"
"1556056","4"
"1557544","0"
"1558718","0"
"1564182","1"
"1566893","0"
"1570422","0"
"1571455","0"
"1571703","0"
"1571712","1"
"1573710","3"
"1574224","0"
"1575275","0"
"1575577","0"
"1575586","0"
"1578562","3"
"1579670","1"
"1588126","0"
"1589289","2"
"1589430","1"
"1590183","6"
"1595848","1"
"1596021","0"
"1597074","0"
"1600743","0"
"1603585","0"
"1603801","1"
"1606164","0"
"1606192","0"
"1607227","0"
"1608522","0"
"1610218","0"
"1614784","0"
"1615117","0"
"1617277","0"
"1619914","1"
"1622495","0"
"1623958","0"
"1625638","1"
"1626924","0"
"1628305","2"
"1629828","0"
"1629992","0"
"1631819","2"
"1632351","0"
"1632748","0"
"1633999","0"
"1635020","0"
"1635910","1"
"1637281","0"
"1638434","0"
"1639035","2"
"1640223","1"
"1642483","0"
"1643636","0"
"1643647","1"
"1644828","2"
"1648618","9"
"1652301","0"
"1652914","2"
"1653900","0"
"1656190","0"
"1661091","6"
"1661147","0"
"1662133","2"
"1662439","0"
"1663361","1"
"1665472","0"
"1666588","2"
"1666814","0"
"1668248","0"
"1668353","0"
"1668506","0"
"1668565","0"
"1669456","2"
"1671694","1"
"1673153","5"
"1677200","0"
"1678555","2"
"1679659","0"
"1680565","0"
"1685805","0"
"1686805","0"
"1691424","0"
"1699149","1"
"1699335","0"
"1701885","1"
"1702324","1"
"1702426","0"
"1705963","2"
"1707062","3"
"1708317","2"
"1708415","0"
"1709452","0"
"1713133","0"
"1715434","2"
"1716989","0"
"1722305","0"
"1725138","0"
"1731773","0"
"1734374","0"
"1742265","0"
"1742810","0"
"1744218","0"
"1747374","0"
"1748500","0"
"1751364","0"
"1756188","6"
"1757858","0"
"1762103","0"
"1764815","0"
"1774761","0"
"1776236","0"
"1777153","4"
"1779512","0"
"1781948","0"
"1782910","0"
"1785260","0"
"1786140","0"
"1786971","6"
"1789434","0"
"1795060","1"
"1795492","0"
"1797986","1"
"1800013","15"
"1801579","2"
"1802801","1"
"1807042","1"
"1808305","0"
"1809500","0"
"1812510","1"
"1813090","3"
"1813393","0"
"1822529","0"
"1823642","0"
"1825000","0"
"1829609","1"
"1829727","0"
"1832937","0"
"1834396","11"
"1834522","0"
"1837415","0"
"1842186","0"
"1842365","1"
"1847410","0"
"1848142","1"
"1848508","1"
"1849576","0"
"1850014","1"
"1853864","0"
"1854191","0"
"1855394","0"
"1855661","3"
"1857098","3"
"1857685","2"
"1858947","2"
"1859441","0"
"1862036","3"
"1868246","1"
"1870047","11"
"1870154","0"
"1870211","3"
"1870415","0"
"1870573","2"
"1872150","0"
"1879052","0"
"1880267","0"
"1881122","0"
"1883655","1"
"1884959","1"
"1887365","1"
"1888352","0"
"1893405","0"
"1899724","0"
"1901765","0"
"1902037","0"
"1903049","0"
"1903194","0"
"1904231","1"
"1904546","1"
"1905058","0"
"1905246","2"
"1905693","0"
"1906027","0"
"1906691","8"
"1907981","0"
"1909084","0"
"1909932","1"
"1912293","0"
"1913884","0"
"1915134","0"
"1915797","0"
"1917597","0"
"1922313","3"
"1924305","0"
"1924464","1"
"1926991","5"
"1927676","0"
"1928419","0"
"1928990","4"
"1930357","2"
"1930675","1"
"1932576","1"
"1934908","3"
"1937243","0"
"1938446","1"
"1939073","0"
"1942442","0"
"1943881","0"
"1945536","1"
"1946720","0"
"1947446","1"
"1951377","0"
"1951432","0"
"1954911","1"
"1956807","0"
"1956846","3"
"1958744","1"
"1961132","0"
"1962436","0"
"1963078","2"
"1964929","0"
"1970150","0"
"1973748","0"
"1974233","2"
"1975392","5"
"1980708","0"
"1986965","1"
"1990853","0"
"1993629","0"
"1998168","0"
"1998684","2"
"2000622","2"
"2005054","1"
"2006473","3"
"2010981","0"
"2011363","2"
"2012136","0"
"2012645","3"
"2013536","5"
"2020261","0"
"2020523","0"
"2021571","1"
"2022033","0"
"2030926","0"
"2032379","0"
"2033541","0"
"2033809","0"
"2034061","0"
"2035803","0"
"2036818","5"
"2037072","0"
"2039364","1"
"2042601","1"
"2043535","2"
"2047727","1"
"2049451","3"
"2050110","0"
"2050498","0"
"2050652","0"
"2053928","0"
"2055083","0"
"2057227","1"
"2061804","0"
"2065045","1"
"2066231","0"
"2066468","0"
"2066489","0"
"2066954","0"
"2067092","3"
"2071338","9"
"2072977","1"
"2074282","0"
"2074676","2"
"2075406","0"
"2076194","1"
"2076653","1"
"2076683","0"
"2077712","0"
"2079081","5"
"2079719","3"
"2085560","0"
"2086730","0"
"2087769","0"
"2090768","0"
"2092747","1"
"2093537","2"
"2093983","0"
"2094596","2"
"2095419","1"
"2099200","0"
"2100356","1"
"2103632","0"
"2104520","1"
"2111030","2"
"2112186","0"
"2114861","0"
"2122465","3"
"2123251","0"
"2124468","0"
"2124798","4"
"2130043","0"
"2130123","0"
"2133594","2"
"2137691","0"
"2137949","6"
"2138129","2"
"2138429","5"
"2139190","0"
"2139277","4"
"2140085","4"
"2142638","0"
"2147086","2"
"2149619","4"
"2150621","1"
"2150703","7"
"2150882","5"
"2150912","1"
"2151222","16"
"2152718","2"
"2152985","2"
"2153790","0"
"2156116","0"
"2156279","0"
"2157877","2"
"2160515","0"
"2161246","2"
"2162932","2"
"2163584","0"
"2165114","18"
"2165116","0"
"2165525","8"
"2166098","0"
"2170508","0"
"2173052","0"
"2174464","0"
"2179836","0"
"2183433","0"
"2184163","13"
"2186130","1"
"2187322","2"
"2194731","0"
"2196054","2"
"2197689","0"
"2199775","0"
"2200174","0"
"2200788","2"
"2201238","0"
"2201631","0"
"2203320","1"
"2203881","1"
"2204941","0"
"2205282","0"
"2208810","3"
"2209264","0"
"2220583","0"
"2222383","0"
"2223282","0"
"2228407","0"
"2230912","8"
"2231127","0"
"2231642","0"
"2231681","0"
"2234272","1"
"2240216","0"
"2241063","1"
"2242193","1"
"2244169","0"
"2245913","2"
"2247697","2"
"2253257","0"
"2253401","0"
"2254147","2"
"2256408","0"
"2266721","0"
"2266797","3"
"2270614","0"
"2271827","2"
"2271875","0"
"2272482","1"
"2273496","3"
"2273921","1"
"2274596","1"
"2274836","5"
"2276492","0"
"2281940","6"
"2284206","4"
"2287273","0"
"2292284","0"
"2294642","0"
"2296988","4"
"2298495","1"
"2298620","2"
"2299337","0"
"2305250","1"
"2311196","0"
"2311950","3"
"2312117","0"
"2314795","0"
"2315646","1"
"2318028","2"
"2319765","0"
"2322366","2"
"2326131","1"
"2328741","2"
"2329499","5"
"2329609","1"
"2329815","0"
"2331842","0"
"2333858","6"
"2334024","0"
"2339744","0"
"2342816","0"
"2343831","0"
"2347230","0"
"2347382","0"
"2351327","0"
"2354989","3"
"2356262","0"
"2359755","0"
"2360842","2"
"2361442","0"
"2361474","1"
"2363225","0"
"2369373","0"
"2373904","5"
"2375307","0"
"2377062","0"
"2378060","1"
"2380531","0"
"2381737","1"
"2382358","0"
"2388968","0"
"2389561","0"
"2389910","3"
"2390224","0"
"2390911","2"
"2393114","0"
"2393604","0"
"2393789","1"
"2394721","0"
"2398946","0"
"2399125","2"
"2400213","0"
"2401516","0"
"2402970","3"
"2403730","0"
"2404228","0"
"2404808","6"
"2413482","2"
"2417734","3"
"2420122","2"
"2424300","0"
"2424498","0"
"2426937","0"
"2427714","0"
"2430210","7"
"2431991","0"
"2435695","0"
"2435922","1"
"2437469","1"
"2437484","0"
"2441607","1"
"2442518","1"
"2442736","0"
"2443522","0"
"2444057","6"
"2444351","1"
"2447735","1"
"2449263","0"
"2450604","2"
"2450918","0"
"2451120","0"
"2458087","0"
"2459533","0"
"2459811","1"
"2461637","1"
"2463241","1"
"2463251","5"
"2463540","0"
"2464265","0"
"2464343","0"
"2468606","1"
"2468979","1"
"2469494","5"
"2475861","2"
"2476086","0"
"2476092","0"
"2476360","1"
"2478106","0"
"2482815","0"
"2486842","0"
"2492903","2"
"2493637","1"
"2494207","0"
"2495962","5"
"2498136","4"
"2501087","0"
"2501885","0"
"2502558","0"
"2503433","1"
"2509854","0"
"2509916","0"
"2511009","1"
"2513181","3"
"2514948","0"
"2517072","0"
"2517128","0"
"2520493","1"
"2522754","1"
"2524093","0"
"2525077","4"
"2525770","0"
"2526942","0"
"2530621","0"
"2530818","1"
"2531015","1"
"2532534","1"
"2532968","0"
"2533015","3"
"2534526","10"
"2536007","2"
"2536105","1"
"2540449","5"
"2541033","0"
"2541971","1"
"2544660","3"
"2544745","2"
"2545580","0"
"2546316","2"
"2548426","0"
"2551803","0"
"2552562","0"
"2554403","1"
"2557565","0"
"2559337","0"
"2559607","3"
"2561287","0"
"2562783","7"
"2563584","0"
"2565545","1"
"2566918","0"
"2571620","0"
"2573428","2"
"2575663","0"
"2576649","2"
"2577103","0"
"2578756","5"
"2579167","0"
"2581532","1"
"2584630","0"
"2587645","1"
"2593930","1"
"2594956","0"
"2595826","0"
"2595918","2"
"2595992","0"
"2596812","2"
"2597118","1"
"2599990","5"
"2600326","0"
"2600936","0"
"2601851","0"
"2602989","0"
"2603959","0"
"2604742","3"
"2604845","5"
"2608194","1"
"2610377","1"
"2614565","1"
"2616843","0"
"2621436","0"
"2628970","1"
"2634531","1"
"2636317","0"
"2639626","0"
"2640496","4"
"2640601","4"
"2641201","2"
"2641768","2"
"2642038","0"
"2642327","2"
"2642808","0"
"2645267","2"
"2646136","0"
"2652483","1"
"2652500","4"
"2655072","0"
"2659214","1"
"2667514","0"
"2668436","1"
"2669231","0"
"2672903","0"
"2674182","1"
"2674364","0"
"2674637","0"
"2675133","0"
"2675486","0"
"2676732","0"
"2676983","1"
"2677008","0"
"2681580","3"
"2682476","1"
"2683404","0"
"2683867","4"
"2684546","0"
"2685977","1"
"2687196","0"
"2689710","1"
"2690082","0"
"2690720","0"
"2693769","2"
"2697248","0"
"2698911","0"
"2700628","1"
"2702496","0"
"2705376","4"
"2706722","0"
"2706961","4"
"2708389","3"
"2714155","2"
"2714413","0"
"2719336","2"
"2720879","0"
"2721095","0"
"2721382","4"
"2722335","0"
"2724867","0"
"2725432","2"
"2725497","0"
"2725719","2"
"2730406","0"
"2733701","0"
"2735811","0"
"2738493","1"
"2739981","0"
"2741917","6"
"2743054","0"
"2746186","0"
"2746906","0"
"2748115","0"
"2748593","0"
"2749769","0"
"2755116","0"
"2757689","0"
"2757937","1"
"2758048","3"
"2760166","0"
"2761617","1"
"2765867","0"
"2768281","0"
"2768670","0"
"2773066","0"
"2777833","0"
"2779987","0"
"2784224","0"
"2789360","0"
"2795723","2"
"2795748","0"
"2796422","2"
"2802183","0"
"2803333","0"
"2804037","0"
"2805095","0"
"2806729","3"
"2806842","6"
"2812003","1"
"2813871","9"
"2815667","0"
"2818168","0"
"2819679","0"
"2820739","0"
"2821996","6"
"2822521","4"
"2822608","1"
"2826977","0"
"2833221","0"
"2833965","0"
"2836820","1"
"2837302","0"
"2841350","1"
"2844630","0"
"2849895","1"
"2850105","0"
"2850409","0"
"2850824","1"
"2851002","0"
"2851524","0"
"2851570","4"
"2852387","0"
"2856106","0"
"2856576","0"
"2858739","0"
"2861132","0"
"2864415","1"
"2866331","0"
"2868156","0"
"2868419","0"
"2870211","0"
"2871273","0"
"2874332","2"
"2876039","1"
"2876200","1"
"2881422","0"
"2881625","0"
"2882249","1"
"2896888","3"
"2897128","4"
"2897414","1"
"2897921","2"
"2898807","0"
"2899323","2"
"2900182","2"
"2901105","0"
"2901248","1"
"2901508","1"
"2902834","1"
"2905970","0"
"2908781","0"
"2909899","2"
"2912240","0"
"2913636","1"
"2913902","3"
"2915036","0"
"2919228","0"
"2921387","3"
"2921406","2"
"2928172","8"
"2928187","2"
"2928196","4"
"2930014","4"
"2931117","1"
"2932787","1"
"2937734","2"
"2942240","0"
"2944194","3"
"2947706","0"
"2951388","5"
"2951541","0"
"2953088","1"
"2953509","0"
"2954292","0"
"2957522","0"
"2958351","0"
"2961153","6"
"2964342","2"
"2966126","0"
"2966255","4"
"2967804","0"
"2968336","1"
"2968627","1"
"2972351","4"
"2975472","2"
"2979482","4"
"2979751","1"
"2983030","1"
"2983702","1"
"2986527","0"
"2986626","0"
"2988337","3"
"2989126","0"
"2989703","3"
"2990556","4"
"2991633","0"
"2992682","0"
"2992761","0"
"2993135","2"
"2994235","0"
"2994257","1"
"2995895","0"
"2998961","0"
"3004269","1"
"3007337","2"
"3010150","0"
"3011621","0"
"3012667","0"
"3013368","1"
"3013884","0"
"3014008","0"
"3016054","1"
"3016223","2"
"3019463","1"
"3020217","0"
"3021024","1"
"3022529","0"
"3023270","0"
"3024384","0"
"3025263","0"
"3025489","1"
"3026239","4"
"3026633","1"
"3028583","0"
"3030968","0"
"3032873","1"
"3033497","0"
"3035885","0"
"3035969","1"
"3035974","1"
"3041322","0"
"3042348","0"
"3043258","2"
"3043461","3"
"3043936","0"
"3044674","3"
"3051401","0"
"3054173","0"
"3056470","0"
"3057458","0"
"3057937","0"
"3058169","0"
"3061225","4"
"3062838","0"
"3062897","2"
"3063116","1"
"3063773","2"
"3064002","2"
"3064133","0"
"3064998","0"
"3065369","0"
"3067679","1"
"3077069","0"
"3077298","4"
"3079442","0"
"3082467","1"
"3084440","0"
"3086427","2"
"3087749","0"
"3088684","0"
"3088955","0"
"3091366","0"
"3095598","1"
"3096081","1"
"3102693","0"
"3103808","0"
"3104282","1"
"3112874","0"
"3113374","0"
"3114853","0"
"3118439","0"
"3118661","0"
"3122674","0"
"3122905","0"
"3125248","0"
"3127791","0"
"3128205","0"
"3132878","2"
"3134905","2"
"3136654","0"
"3139808","0"
"3141042","0"
"3141077","0"
"3142001","0"
"3142029","0"
"3142279","3"
"3142755","0"
"3143354","0"
"3145044","0"
"3146949","0"
"3148775","1"
"3150524","0"
"3151867","0"
"3152698","0"
"3153114","1"
"3155242","2"
"3155395","2"
"3156151","0"
"3157248","1"
"3157472","5"
"3160108","0"
"3169829","4"
"3170623","0"
"3171541","2"
"3176769","0"
"3179021","2"
"3179304","2"
"3179538","0"
"3179883","1"
"3186199","1"
"3187137","0"
"3188699","0"
"3190205","1"
"3191477","0"
"3193374","4"
"3194040","1"
"3196297","2"
"3196600","0"
"3198105","2"
"3199968","0"
"3200088","2"
"3201522","0"
"3201736","2"
"3202011","2"
"3206526","2"
"3206622","1"
"3206660","2"
"3209428","0"
"3210795","0"
"3211988","0"
"3215228","2"
"3217091","0"
"3217701","0"
"3218225","0"
"3221588","0"
"3222345","0"
"3222882","0"
"3223852","0"
"3224117","1"
"3225168","0"
"3226813","0"
"3226886","4"
"3228382","0"
"3228617","0"
"3230297","0"
"3230334","0"
"3231940","2"
"3234390","1"
"3236087","2"
"3236344","3"
"3238879","6"
"3240026","0"
"3240222","3"
"3241399","1"
"3241414","3"
"3241550","0"
"3242335","0"
"3244121","1"
"3248284","1"
"3249100","2"
"3249442","1"
"3251910","0"
"3253325","0"
"3253899","0"
"3255952","0"
"3256425","3"
"3256836","1"
"3257769","2"
"3259153","0"
"3259551","0"
"3259742","0"
"3260319","1"
"3261201","0"
"3261332","0"
"3263916","0"
"3264747","2"
"3265351","0"
"3266045","0"
"3268180","0"
"3268919","0"
"3270800","4"
"3273672","0"
"3275147","3"
"3277256","2"
"3278495","0"
"3278932","1"
"3280037","0"
