answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
,2017-11-28 04:01:16.59 UTC,71,47523773,auto-renew subscript maco app initi purchas refresh app receipt local check valid whether user activ subscript subscript automat renew app receipt updat even transact pass app relaunch receipt still updat manag current receipt prompt user input app store login credenti make sure user subscript inform receipt date without use server-sid receipt validation? edit behavior describ reflect experi storekit sandbox behavior confirm nonexist product awesom,0.14084507042253522,10,macos storekit swift,receipt refresh auto-renew subscript,5,scripting|validate|login|credential|sandbox,0.38453787565231323
,2019-09-21 15:09:26,105,58041535,reinstal app subscript secret unchang section code give old expir respons instal new version swear whether log sandbox account result give respons next want simul complet new iphon proceed purchases? guess old respons forc prompt appl sandbox login time updat try ping sandbox.itunes.apple.com give 100% packet loss login sandbox account itun app store section iphon set cannot login even got correct password email still system statu appl give avail servic sandbox itun user? sure whether in-app subscript test use sandbox account https://developer.apple.com/system-status/ visit link browser say servic unavail pleas tell us test in-app subscript,0.14285714285714285,15,in-app-purchase ios swift,instal ios app via xcode give old transact,5,scripting|sandbox|login|password|availability,0.33903229236602783
seem final found logic problem skip requestdidfinish callback skreceiptrefreshrequest meant skip actual sign process use appl id meant use wrong receipt valid face issu make sure go didfinish callback mean success sign success refresh id receipt,2017-08-07 20:39:25.42 UTC,112,45555344,applic work use subscript model valid receipt inform need give user access full function initi develop use one test sandbox account start take test top use fresh sandbox user sign initi appl id work delet applic devic ran app look consol debug surpris find found receipt use first appl id start valid it! miss here? receipt found sign use new sandbox test account? thank,0.11607142857142858,13,in-app-purchase ios receipt-validation swift testing,swift ios - subscript receipt appl id,4,validate|scripting|sandbox|signing,0.285526305437088
issu verifi non expir subscript answer need refresh user receipt user need sign itun account fetch receipt case user alreadi login app store account discuss issu found sandbox bug appl https://github.com/bizz84/swiftystorekit/issues/307 https://github.com/bizz84/swiftystorekit/issues/220,2018-09-20 13:38:55.86 UTC,102,52426484,use swiftystorekit applic purchas work correctli bought user launch app verifi subscript use often check popup appear ask user appl id password behavior rather unwant cancel appl id login authent incorrect credenti verif throw error user subsequ unabl app question disabl appl id authent verifi use ? yet implemented.how verif subscript offlin without connect server use ? librari easi connect,0.12745098039215685,13,in-app-purchase swift swiftystorekit verification,swiftystorekit verifi subscript without enter password,7,scripting|password|login|authentication|credential|signing|sandbox,0.2775443196296692
hmm think server side handl receipt data base 64 encod check question verifi receipt app purchas ios appstorereceipturl base 64 encod string,2016-07-01 03:05:09.363 UTC,110,38136386,problem purchas consum item follow tutori valid receipt app store done valid receipt follow step first creat dictionari receipt-data receiptdata.encodebase64str creat nsdata json object dictionari post nsdata sandbox test done receiv respons inform transact includ sign appl respons plaintext work server accept hexa data receipt data ask base64encodedata exampl decod base64encod know receipt encrypt read receipt info ? thanks! updat tour internet help friend realiz format server side request.thi format old solut encod receipt send server third parti librari,0.11818181818181818,13,in-app-purchase php swift,ios - app purchas valid receipt,6,validate|encode|sandbox|signing|decode|encrypt,0.27693018317222595
try call skreceiptrefreshrequest access appstorereceipturl https://developer.apple.com/documentation/storekit/skreceiptrefreshrequest,2018-07-20 11:22:30.28 UTC,42,51441425,work iap auto renew subscript test one sandbox account chang sandbox account receipt valid still get receipt ps tri keep ask itun password annoy,0.14285714285714285,6,in-app-purchase ios swift,chang sandbox account appl iap restor data send receipt,4,sandbox|scripting|validate|password,0.2514227330684662
,2019-11-02 17:12:58,111,58673379,commerci maco app distribut mac app store startup check app store receipt exit code 173 present bring app store sign dialog order receipt alway test sandbox account error try sign sandbox account real appl id issu emerg start xcode well export app develop build follow setup maco 10.15.1 xcode 11.2 app sign valid develop certif tri follow sign app store app restart mac trippl verifi email password creat new sandbox user app store connect ran report everyth fine howev see follow error consol figur suppos mean anybodi seen before? updat work expect mojav assum issu catalina,0.11711711711711711,13,mac-app-store macos sandbox swift xcode,get app store receipt sandbox user fail incorrect password messag,5,sandbox|password|signing|validate|certificate,0.2084096074104309
none,2020-02-06 06:34:57,98,60089016,creat ios app researchkit framework drag researchkit.xcodeproj app project emb researchkit.framework app target option emb &amp sign researchkit 2.0.0 xcode 11.3.1 try upload archiv relea app store error error itms-90035 invalid signatur code sign file path [xxx.app/frameworks/researchkit.framework/plist-to-strings.py] properli sign file part appl researchkit sign capabl allow add sign certif - select distribut certif xcode leav select none app distribut certif provi file follow suggest error messag regard select clean build folder delet build folder finder anyon similar problem abl upload app store,0.12244897959183673,12,ios swift xcode researchkit,error upload researchkit app app store - error itms-90035 invalid signatur,4,validate|signing|signature|certificate,0.19789984822273254
,2016-09-29 10:14:12.083 UTC,67,39767485,wonder worth consid save user iap purchas product id firebas privat databas access rule auth = user_uid ? secur threat ? firebas secur enough handl data ? need access local internet connect avail user purchas item ios use receipt valid https://gist.github.com/baileysh9/4386ea92b047d97c7285#file-parsing_productids-swift code complet date sinc swift 3 know updat . look method thank advanc,0.1044776119402985,7,firebase firebase-realtime-database firebase-security ios swift,store app purchas purchas item firebas secur issu,4,security|threat|availability|validate,0.1709756851196289
receipt valid probabl ahead curv want add opaqu predic boilerpl code someth honestli though probabl wait see real problem fix -- cost / benefit calcul everyon use code theoret pose problem clear risk exploit particularli high undoubtedli opinion differ ultim busi decis much engin one,2015-07-16 15:15:38.157 UTC,120,31458194,great post stackoverflow implement in-app purchas receipt valid howev warn code as-i secur reason sentiment found mani tutori even appl document exampl mention great suppos someth this? exampl verifi receipt valid invalid exit invalid saw lot list do-not mani exampl idea instead exampl opagu predic wikipedia mention one concret exampl understand use code pointer think topic use hope somebodi kind enough handwalk beginn best practic thank,0.1,12,in-app-purchase obfuscation receipt-validation security swift,iap receipt valid secur,4,obfuscate|validate|security|exploit,0.1668454110622406
,2015-02-05 20:05:43.327 UTC,70,28353053,creat sandbox user sign app store devic use test user make test purchas good sign back real account everi time open app ask test user credenti immedi tri delet test user tri delet app tri sign app store still ask test user credenti everi app launch devic start fresh? code although sure realli relat issu deleg method,0.12857142857142856,9,app-store in-app-purchase objective-c swift xcode,ios - app keep ask sandbox user login,5,sandbox|login|signing|credential|delegation,0.1622341275215149
exactli hack hacked? everyth hack hacker see app swift code see list variabl sophist hacker see execut binari swift sourc code valu store nsuserdefaults? trivial see content nsuserdefault see iexplor similar app creat encrypt code sure you? schneier law anyon clueless amateur best cryptograph creat algorithm break safe? safe want encrypt need standard encrypt algorithm aes easi creat secur scheme wrapper librari rncryptor creat new problem safe save encrypt key see next point want learn keychainswrapp manual solut safe want secur wan save key small amount data secur hard need evalu level secur need includ level attack valu data attack run curiou student nation state data valu run tic-tac-to high score nuclear arm detail need determin first nsuserdefault plist store devic filesystem secur peopl go devic filesystem particularli difficult accord appl doc app purchas make product avail app need make persist record purchas sourc read section persist purchas inform ignor part say user default ever recommend roll secur storag system know assum talk app purchas talk stuff local user realli matter hack app? say system beat previou level unlock next level realli care someon edit default unlock next level someth pay affect revenu stream fact argu better allow peopl realli want cheat long affect revenu player,2016-04-18 18:13:20.453 UTC,296,36701385,understand correctli nsuserdefault un-secur place store sensit data set file hack nsuserdefault valu chang exactli hack hacked? hacker see app swift code see list variabl valu store nsuserdefaults? creat encrypt code nsuserdefault valu appear bunch meaningless number key insid code convolut mathemat oper do? safe? note intend encrypt anyth seriou usernam password highscor bool valu whether levels/upgrad unlock want learn keychainswrapp manual solut safe side-quest though reach step yet in-app purchas handled? bool valu say whether item paid bool store decid,0.14189189189189189,42,encryption nsuserdefaults security swift,un-secur nsuserdefault manual encrypt safe,10,encrypt|crypt|security|safe|hack|username|password|aes|attack|availability,0.15997405350208282
"need re-gener provis profil appl develop center far know add someth new profil caus problem solut keychain access -> show expir certif login keychain click expir certif delet expir certif system keychain delet -> delet expir cert login system keychains,download certif link open keychain download https://developer.apple.com/certificationauthority/applewwdrca.c add keychain access > certif expir 2023",2016-05-09 13:29:00.033 UTC,101,37117062,new ios develop ios applic want publish applic itun creat certif app id provision profil succes ad “code signing” section build setting” archiv project get follow error error codesign /users/dx/library/developer/xcode/deriveddata/xxxx-dgsqnqppikhtqeezizlbydrpxfiz/build/intermediates/archiveintermediates/xxxx/installationbuildproductslocation/applications/xxxx.app/frameworks/libswiftcore.dylib codesign fail exit code 1* pleas help problem thank advanc,0.1485148514851485,15,code-signing ios swift,codesign error archiv ios app,4,signing|certificate|login|authorise,0.158609539270401
,2018-01-17 22:50:41.053 UTC,76,48311281,work webshop websid written php need implement ios servic cib bank ecommerc provid api ios php code encrypt decrypt data need encrypt pass bank server user checkout bank push back data need decrypt question avail php encrypt code server? safe pass data server encrypt back pass bank server? need implement encrypt method ios app locally? thank sorri straightforward beginn p.s.if safe http bank need anoth type encrypt,0.17105263157894737,13,encryption ios payment-gateway swift,ios webshop payment local encrypt,4,encrypt|crypt|availability|safe,0.1382649540901184
,2019-09-12 13:33:40,63,57907904,updat pod 4 5 provid proper error cancel anymor popup appear press cancel underli framework sinc version 5 pass proper cancel error org.openid.appauth.gener error -3 wrap unknown error com.google.gidsignin -1 catch cancel properli anymor method gidsignindeleg error say domain=com.google.gidsignin code=-1 oper couldn’t complet org.openid.appauth.gener error -3 userinfo={nslocalizeddescription=th oper couldn’t complet org.openid.appauth.gener error -3,0.15873015873015872,10,google-signin ios swift,googlesignin 5 provid correct code flow cancel,4,signing|openid|delegation|scripting,0.13799749314785004
need line code put function within appdeleg class code automat ad creat xcode project check core data checkbox alway creat new xcode project check core data checkbox copi past code near end appdeleg automat creat,2020-02-08 15:32:57,105,60128296,learn swift onlin cour instructor integr coredata exist code creat new core data model copy-past app deleg datamodel scenedeleg mine problem thing differ therefor copi scenedelegate.swift file xcode project copi thing datamodel app deleg solut got black screen know add app deleg differ applicationwillresignact applicationdidenterbackgraound etc core data model app deleg integr coredata project differences? thanks! app deleg file,0.13333333333333333,14,ios swift core-data core-data-migration,black screen integr coredata todo app swift,4,integrity|delegation|signing|rbac,0.13600502908229828
,2016-10-11 16:33:41.337 UTC,82,39982239,follow tutori creat auto-login featur swift app https://theswiftdev.com/2015/09/17/first-os-x-tutorial-how-to-launch-an-os-x-app-at-login/ tutori pretti straightforward - problem simpli make work app - work creat new project auto-login identifi com.sascha-simon.com.networkerautostart main-app identifi com.sascha-simon.network appdeleg nspopup checkbox enabl auto login method return true export developer-id sign app start enabl auto login log out...and app start alert auto start project problem seem project start therefor main project start first thought add storyboard/mainmenu.xib file project add key info.plist help either forgotten,0.12195121951219512,10,autostart cocoa login swift view,swift app auto-login work,4,login|delegation|signing|forge,0.13420815765857697
solv final make much time research laravel encrypt decid creat laracrypt solv problem try laravel encrypt swift languag enjoy,2017-05-06 06:10:05.537 UTC,53,43817329,wanna make laravel encrypt ios swift 3 tri someth work think someth wrong code see help https://github.com/reza-khalafi/laravelcrypt/blob/master/laravelencrypt.php last try,0.20754716981132076,11,encryption ios laravel php swift,encrypt aes 256 cbc ios swift 3 laravel encrypt method,4,encrypt|crypt|aes|cbc,0.13368132710456848
method read cach first safe call even without internet connect sourc https://github.com/revenuecat/purchases-ios/blob/d8282e7c5db2f9b84ca432c1f3d09c28457f00bd/purchases/public/rcpurchases.m#l381,2019-06-16 16:48:32.95 UTC,42,56620826,know recommend method authent subscript throughout app user connect internet recommend valid user connect internet use revenuecat? thank,0.14285714285714285,6,in-app-purchase revenuecat swift,authent auto renew subscript without internet connect use revenuecat,4,authentication|scripting|validate|safe,0.12333428859710693
tri think possibl chang bundl identifi resign app side load devic chang chang identifi realli affect user need hold ipa get increasingli difficult newer version ios interest tri discuss refer link https://coderwall.com/p/qwqpnw/resign-ipa-with-new-cfbundleidentifier-and-certif probabl airsign much easier paid app mac https://www.macupdate.com/app/mac/51845/airsign,2018-01-13 12:06:29.58 UTC,78,48239712,plan use ensur devic use redeem multipl time gift free money exampl sake offer new user wonder howev possibl trick system jailbroken device? use custom simul botnet ios botnet exist,0.11538461538461539,9,devicecheck ios iphone security swift,devicecheck indentifierforvendor safe,5,security|safe|botnet|signing|certificate,0.11795879155397415
afraid someth possibl app sandbox make user past text termin window forbidden,2015-09-26 15:53:29.623 UTC,75,32798991,develop app updat file file own root current updat tool run tool code move app sandbox abl open file user select browser hard pre-posit mac app sandboxing- updat file outsid sandbox describ updat file outsid sandbox file own root run code sandbox error code still debug print statement one updat system file sandbox,0.13333333333333333,10,appstore-sandbox cocoa macos security swift,updat system file sandbox applic,2,sandbox|security,0.11775922775268555
,2016-07-05 03:09:31.073 UTC,50,38194670,tri grab ios app purchas receipt phone pass back callback swift someth compat javascript object possible? object swift nsdata type tri pass object back react nativ tri encod base64 use decod side got sort weird charact help much appreci,0.12,6,in-app-purchase javascript react-native receipt-validation swift,react native/swift - receipt valid iap,4,scripting|validate|encode|decode,0.11640088260173798
,2019-11-08 01:22:30,49,58759116,accord wwdc 701 advanc maco secur appl suggest filemanager.default.isreadablefil filemanager.default.iswritablefil test filesystem author api alway return true alway delet file folder matter user allow app access folder follow code phenomenon file protect folder delet author appl bug,0.14285714285714285,7,macos macos-catalina security swift,test filesystem author work protect folder maco catalina,3,security|authorise|protect,0.10256997495889664
local messag properti write error alway non- user safe unwrap try code use valu error key error dictionari,2016-04-11 16:06:25.66 UTC,46,36553823,show error normal messag signin function uialertcontrol show user show messag invalid username/password tri use error.messag that command error.descript work either suggest,0.13043478260869565,6,ios nserror swift,show nserror messag,6,signing|validate|username|password|scripting|safe,0.10014268010854721
