language,title,tags,link,label,summary
java,build fail wrong checksum org whispersystem signal servic android,issue,https://github.com/signalapp/Signal-Android/issues/6047,Errors,Identified bug
java,remov test hack,pr,https://github.com/firebase/FirebaseUI-Android/issues/1337,Review,Updating to better practice
java,upgrad ldaptiv,pr,https://github.com/apereo/cas/issues/1510,API Change,Version update
php,renam admin secur section,pr,https://github.com/nextcloud/server/issues/11671,Review,Updating to better practice
php,attempt call function mcrypt creat iv global namespac,issue,https://github.com/mgp25/Chat-API/issues/997,,
php,possibl remov delet admin login page somehow protect page,issue,https://github.com/the-control-group/voyager/issues/4926,API Usage,Usage question
php,option cooki valid,pr,https://github.com/php-http/message/issues/68,Update,Adds functionality
php,remov enqueu regist asset,pr,https://github.com/wordplate/wordplate/issues/233,Review,Updating to better practice
php,featur request view sign eula pdf,issue,https://github.com/snipe/snipe-it/issues/3019,Update,Adds functionality
php,revert case insensit removedglobalvari sniff,pr,https://github.com/PHPCompatibility/PHPCompatibility/issues/245,Fix,Bug fix
php,handl error authent,issue,https://github.com/nWidart/laravel-modules/issues/388,API Usage,Usage question
php,error login,issue,https://github.com/craftcms/cms/issues/1857,"Discrepancy, Errors",Missing functionality
php,add support send password link share nextcloud talk,pr,https://github.com/nextcloud/server/issues/11875,API Usage,Integrating a component
php,remov app key depend password gener,pr,https://github.com/tenancy/multi-tenant/issues/657,Review,Updating to better practice
php,dkim sign work current master branch,issue,https://github.com/mailcow/mailcow-dockerized/issues/151,Discrepancy,Unexpected behaviour
php,forc http fail combin basic authent,issue,https://github.com/joomla/joomla-cms/issues/11735,Errors,Identified bug
php,invalid credenti spec compliant,issue,https://github.com/thephpleague/oauth2-server/issues/955,Review,Updating to better practice
php,question post wrapper secur,issue,https://github.com/octobercms/october/issues/2682,Conceptual,Method capabilities
php,carddav access problem apach ssl iphon ios,issue,https://github.com/sabre-io/Baikal/issues/33,"Errors, API Usage",Identified bug in API component use
php,add method upgrad plugin authent captcha content,pr,https://github.com/joomla/joomla-cms/issues/5403,Update,Adds functionality
php,ipsec tunnel tabl contain singl invalid entri per devic ipsec tunnel,issue,https://github.com/librenms/librenms/issues/667,Discrepancy,Unexpected behaviour
php,pass access credenti javascript php,issue,https://github.com/aws/aws-sdk-php/issues/1144,API Usage,Usage question
php,new user relogin gener key encrypt alreadi enabl,issue,https://github.com/owncloud/core/issues/16128,Errors,Identified bug
php,privat function rule better protect,issue,https://github.com/Respect/Validation/issues/655,"Conceptual, Review",Discussing possible improvement
php,chang main salt key use encrypt broke instal,issue,https://github.com/nilsteampassnet/TeamPass/issues/1974,API Change,Error on update
php,fix layout password protect share,pr,https://github.com/owncloud/core/issues/9027,Fix,Missing functionality
php,webhook valid broken sandbox,issue,https://github.com/paypal/PayPal-PHP-SDK/issues/412,"Discrepancy, Errors",Unexpected error
php,login usernam password,issue,https://github.com/cosenary/Instagram-PHP-API/issues/242,API Usage,Usage question
php,add credenti process provid,pr,https://github.com/aws/aws-sdk-php/issues/1764,Update,Adds functionality
php,login placehold instead infield label suggest enhanc,issue,https://github.com/owncloud/core/issues/8302,Update,Adds functionality
php,make validationattributenam protect,pr,https://github.com/dwightwatson/validating/issues/163,Review,Updating to better practice
php,playerdeathev invalid signatur,issue,https://github.com/pmmp/PocketMine-MP/issues/2835,Errors,Identified bug
php,session secur,pr,https://github.com/matomo-org/matomo/issues/12164,Conceptual,Discussing security considerations
php,updat encrypt php,pr,https://github.com/opencart/opencart/issues/6326,Review,Updating legacy code
php,includ camera featur audit bulk audit mobil access,issue,https://github.com/snipe/snipe-it/issues/6163,Update,Adds functionality
php,cannot login person objectclass ldap,issue,https://github.com/owncloud/core/issues/15816,"Discrepancy, Errors",Unexpected error
php,db structur store login credenti,issue,https://github.com/thephpleague/oauth2-server/issues/385,Discrepancy,Unexpected behaviour
php,login fail requir page refresh,issue,https://github.com/phpmyadmin/phpmyadmin/issues/9230,Errors,Identified bug
php,rawurlencod got back,pr,https://github.com/ushahidi/Ushahidi_Web/issues/113,Fix,Missing functionality
php,stat modul add secret js key reduc referr spam,issue,https://github.com/Automattic/jetpack/issues/2248,"Update, Conceptual",Discussing possible improvement
php,pbkdf vs bcrypt key deriv,issue,https://github.com/defuse/php-encryption/issues/233,"Conceptual, API Usage",Discussing best library
php,fix ldap slow login,pr,https://github.com/librenms/librenms/issues/10760,"Fix, Review",Improving bad functionality
php,cooki path remind,issue,https://github.com/slimphp/Slim/issues/59,Update,Adds documentation
php,github credenti option,pr,https://github.com/rocketeers/rocketeer/issues/3,Update,Adds functionality
php,ddc orient repositori findbi subject sql inject,issue,https://github.com/doctrine/orm/issues/2130,Errors,Identified vulnerability
php,chang document new valid method valid replac,pr,https://github.com/symfony/symfony-docs/issues/1353,Update,Adds documentation
php,suhosin cooki encrypt break phpmyadmin,issue,https://github.com/phpmyadmin/phpmyadmin/issues/8854,"Errors, API Usage",Identified bug in API component use
php,user ldap app blank page displaynam attribut given,issue,https://github.com/owncloud/core/issues/22541,Errors,Identified bug
php,pleas add checksum deploy phar archiv,issue,https://github.com/deployphp/deployer/issues/816,Update,Adds functionality
php,rspamd call dyn rl check fail,issue,https://github.com/mailcow/mailcow-dockerized/issues/1350,Errors,Identified bug
php,disabl cooki check author header send,pr,https://github.com/nextcloud/server/issues/3361,Review,Discussing functionality change
php,openid invalid messag type hint jus oa ge,issue,https://github.com/overtrue/wechat/issues/757,Errors,Identified bug
php,fix lost password form handl space email,pr,https://github.com/woocommerce/woocommerce/issues/9075,Fix,Missing functionality
php,chrome drop support ad credenti,issue,https://github.com/Codeception/Codeception/issues/4384,API Change,Update Issue
php,ssl routin ssl read byte sslv alert certif unknown,issue,https://github.com/davibennun/laravel-push-notification/issues/132,Discrepancy,Unexpected behaviour
php,delet row forget full text statu,issue,https://github.com/phpmyadmin/phpmyadmin/issues/8084,Errors,Identified bug
php,cannot login websit misconfigur credenti,issue,https://github.com/WWBN/AVideo/issues/3254,Discrepancy,Unexpected behaviour
php,implement fido u f two factor authent,issue,https://github.com/RainLoop/rainloop-webmail/issues/798,Update,Adds functionality
php,remov sqli vulner flat php exampl,pr,https://github.com/symfony/symfony-docs/issues/1535,Fix,Fix vulnerability
php,secur decrypt work set db encod utf,issue,https://github.com/cakephp/cakephp/issues/7309,Discrepancy,Unexpected behaviour
php,prevent downgrad attack app,pr,https://github.com/nextcloud/server/issues/2094,"Review, API Change",Reviewing version update
php,chang session cooki icecod path,issue,https://github.com/icecoder/ICEcoder/issues/528,"API Usage, Update",Usage question and update
php,counterintuit error messag password share conform polici,issue,https://github.com/nextcloud/server/issues/19525,"Discrepancy, Errors",Unusual error message
php,hash password even user exist,pr,https://github.com/cakephp/cakephp/issues/1393,Errors,Identified vulnerability
php,rainloop email go receiv spam folder,issue,https://github.com/RainLoop/rainloop-webmail/issues/1734,API Usage,Usage question
php,new tini login arrow proper login,issue,https://github.com/owncloud/core/issues/18940,Update,Feature request
php,implement sudo mode enter password access admin area function,issue,https://github.com/flarum/core/issues/1112,Update,Adds functionality
php,fix get activ valid safe attribut,pr,https://github.com/yiisoft/yii2/issues/13088,Fix,Bug fix
php,check privat key export pass length,pr,https://github.com/pfsense/pfsense/issues/4147,Review,Adding checks
php,lose session login dashboard,issue,https://github.com/MPOS/php-mpos/issues/1721,Discrepancy,Unexpected behaviour
php,featur request possibl disabl password reset via email link user account password recoveri disabl,issue,https://github.com/owncloud/core/issues/16839,Update,Feature request
javascript,fix hash properli handl encod paramet hash close,pr,https://github.com/vuejs/vue-router/issues/3045,Fix,Bug fix
javascript,navig hardwareconcurr serv fingerprint vector,issue,https://github.com/brave/brave-browser/issues/4129,Errors,Identified vulnerability
javascript,skip maco applic code sign reason cannot find valid mac develop ident custom non appl code sign certif,issue,https://github.com/electron-userland/electron-builder/issues/4295,Discrepancy,Unexpected Issue
javascript,pushbullet invalid author certif,issue,https://github.com/ramboxapp/community-edition/issues/588,"Errors, API Usage",Warning when using an API
javascript,error sign upgrad nodej,issue,https://github.com/electron-userland/electron-builder/issues/4932,"Errors, API Change",Error on update
javascript,incorrect usernam password,issue,https://github.com/docker/kitematic/issues/3260,Discrepancy,Unexpected behaviour
javascript,authent throw error use authent hook authent jwt,issue,https://github.com/feathersjs/feathers/issues/1480,Errors,Identified bug
javascript,updatenotif modul caus excess spam pm error log,issue,https://github.com/MichMich/MagicMirror/issues/1238,"Errors, API Usage",Identified bug in API component use
javascript,add function regexp support blacklist whitelist persist config,pr,https://github.com/rt2zz/redux-persist/issues/325,Update,Adds functionality
javascript,error self sign certif certif chain,issue,https://github.com/request/request/issues/1764,"Discrepancy, Errors",Unexpected error
javascript,question regard hash,issue,https://github.com/gatsbyjs/gatsby/issues/23988,Conceptual,Discussing security considerations
javascript,valid although input disabl,issue,https://github.com/logaretm/vee-validate/issues/1093,Discrepancy,Unexpected behaviour
javascript,custom authent servic creat account although prohibit set,issue,https://github.com/RocketChat/Rocket.Chat/issues/15787,Errors,Identified vulnerability
javascript,log debug ad authent issu,issue,https://github.com/ansible/awx/issues/2194,Discrepancy,Incorrect behaviour
javascript,tcl singl hash comment shebang,issue,https://github.com/codemirror/CodeMirror/issues/3853,API Usage,Usage of an external API
javascript,fix prevent accesstoken leakag subdomain redirect,pr,https://github.com/outline/outline/issues/1263,Fix,Bug fix
javascript,account password except invok method login error,issue,https://github.com/meteor/meteor/issues/9893,"Discrepancy, Errors",Doesn't understand error
javascript,fail decod download font bower asset bootstrap v,issue,https://github.com/twbs/bootstrap/issues/16708,"Errors, API Change",Error on update
javascript,housekeep npm audit resolut,pr,https://github.com/swagger-api/swagger-ui/issues/5457,Review,Updating to better practice
javascript,reason v js content type user agent ignor sign header,issue,https://github.com/aws/aws-sdk-js/issues/659,Discrepancy,Doesn't understand error
javascript,jwt cooki custom respons header store procedur,issue,https://github.com/graphile/postgraphile/issues/501,Review,Updating to better practice
javascript,chang algolia password algolia secret,pr,https://github.com/firebase/functions-samples/issues/64,Fix,Bug fix
javascript,dangerouslysetinnerhtml appli style properti,issue,https://github.com/facebook/react/issues/5616,Discrepancy,Unexpected behaviour
javascript,loopback without usernam email login,issue,https://github.com/strongloop/loopback/issues/3390,API Usage,Usage question
javascript,nodebb crash log wrong password,issue,https://github.com/NodeBB/NodeBB/issues/2934,"Errors, API Change",Error on update
javascript,sso link login page work without refresh page,issue,https://github.com/NodeBB/NodeBB/issues/2847,Errors,Identified bug
javascript,question csrftoken rout match first config rout js config blueprint js,issue,https://github.com/balderdashy/sails/issues/2360,Conceptual,Discussing security considerations
javascript,publish pgp public key secur,issue,https://github.com/NodeBB/NodeBB/issues/2548,Update,Feature request
javascript,bug chang password form work mu,issue,https://github.com/TryGhost/Ghost/issues/4624,Discrepancy,Incorrect behaviour
javascript,jpc add notic invalid credenti error notic,issue,https://github.com/Automattic/wp-calypso/issues/24279,Update,Feature request
javascript,bootstrap v beta find class danger,issue,https://github.com/twbs/bootstrap/issues/23515,Fix,Missing functionality
javascript,loginid token loginid token header token cooki,issue,https://github.com/PanJiaChen/vue-admin-template/issues/499,API Usage,Usage question
javascript,save credenti activ tab pop activ tab,issue,https://github.com/brave/browser-laptop/issues/13936,Discrepancy,Incorrect behaviour
javascript,need help backport crypto chang v x stage,issue,https://github.com/nodejs/node/issues/20691,API Change,Backwards compatability
javascript,cooki extens,issue,https://github.com/wenzhixin/bootstrap-table/issues/1104,Update,Feature request
javascript,cla signatur timotalviti,pr,https://github.com/odoo/odoo/issues/18314,Update,Adds documentation
javascript,besid valid possibl sanit,issue,https://github.com/Automattic/mongoose/issues/5077,Update,Feature request
javascript,move oauth login result ram mongo give server access,pr,https://github.com/meteor/meteor/issues/1913,Review,Updating to better practice
javascript,add secur flag session cooki requir sent secur connect,issue,https://github.com/ansible/awx/issues/1881,Fix,Missing functionality
javascript,applock whitelist mode problem node file manag self updat signal,issue,https://github.com/signalapp/Signal-Desktop/issues/4086,Update,Feature request
javascript,remov account password nova lib depend,pr,https://github.com/VulcanJS/Vulcan/issues/1299,Review,Updating to better practice
javascript,save credenti android,issue,https://github.com/jitsi/jitsi-meet/issues/6584,Update,Feature request
javascript,set cooki onbefor work expect,issue,https://github.com/garris/BackstopJS/issues/443,Discrepancy,Unexpected behaviour
javascript,socket io author cooki connect sid,issue,https://github.com/socketio/socket.io/issues/1361,Discrepancy,Usage confusion
javascript,cannot login via rest,issue,https://github.com/parse-community/parse-server/issues/835,"Discrepancy, Errors",Doesn't understand error
javascript,yarn audit show high vulner,issue,https://github.com/GeekyAnts/NativeBase/issues/2796,Errors,Identified vulnerability
javascript,window defend quarantin atom malwar,issue,https://github.com/atom/atom/issues/8246,API Change,Version issue
javascript,revert made incorrect usernam password show error se,pr,https://github.com/HabitRPG/habitica/issues/2865,Review,Discussing functionality change
javascript,last fm login issu window,issue,https://github.com/MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-/issues/1016,Discrepancy,Incorrect behaviour
javascript,make possibl admin chang user password,issue,https://github.com/VulcanJS/Vulcan/issues/1086,Update,Adds functionality
javascript,ad miss ssl option cipher ecdhcurv,pr,https://github.com/mongodb/node-mongodb-native/issues/1579,Fix,Missing functionality
javascript,enabl cayman island protector territori brave ads,issue,https://github.com/brave/brave-browser/issues/6006,Update,Adds functionality
javascript,jetpack connect display detail invalid password error signup,pr,https://github.com/Automattic/wp-calypso/issues/27285,Review,Improving bad functionality
javascript,fix locat allow empti string url reset path search hash,pr,https://github.com/angular/angular.js/issues/10064,Fix,Missing functionality
javascript,fix gatsbi plugin guess js leak jwt gatsbi browser,pr,https://github.com/gatsbyjs/gatsby/issues/18434,Fix,Bug fix
javascript,cla corpor signatur wiserbi,pr,https://github.com/odoo/odoo/issues/49734,Update,Adds documentation
javascript,question initi password admin creat user invalid certain time use,issue,https://github.com/RocketChat/Rocket.Chat/issues/9641,Conceptual,Discussing security considerations
javascript,fix password valid crash,pr,https://github.com/freeCodeCamp/freeCodeCamp/issues/9297,Fix,Bug fix
javascript,feathersj authent oauth,pr,https://github.com/feathersjs/feathers/issues/1299,API Usage,Integrating a component
javascript,new survey type volatil password option save jt survey password,issue,https://github.com/ansible/awx/issues/1274,Update,Feature request
javascript,pr build fail due travi secur restrict,issue,https://github.com/axios/axios/issues/273,API Usage,API Misconfiguration
javascript,googl com cooki mismatch import,issue,https://github.com/brave/brave-browser/issues/5313,Discrepancy,Incorrect behaviour
javascript,partial encod paramet,issue,https://github.com/ReactTraining/react-router/issues/5472,Discrepancy,Incorrect behaviour
javascript,amp soundcloud emb secret token fail valid,issue,https://github.com/ampproject/amphtml/issues/3854,Errors,Identified bug
javascript,custom dropdown compon valid,issue,https://github.com/logaretm/vee-validate/issues/878,Errors,Identified bug
javascript,doc fix crypto updat signatur,pr,https://github.com/nodejs/node/issues/5500,Fix,Bug fix
javascript,popper js integr problem,issue,https://github.com/twbs/bootstrap/issues/27645,API Usage,Issue integrating a component
javascript,expir certif demo version,issue,https://github.com/streamaserver/streama/issues/948,API Change,Expiration
c#,abstract campaignsummarymodelvalid eventdetailmodelvalid locationeditmodelvalid make inject,issue,https://github.com/HTBox/allReady/issues/728,Review,Updating to better practice
c#,set ssh openssh reset ssh ssh client restart program,issue,https://github.com/gitextensions/gitextensions/issues/2187,Discrepancy,Unexpected behaviour
c#,yourexot error usernam email field requir config,issue,https://github.com/Jackett/Jackett/issues/3672,Errors,Identified bug
c#,exceptionsthrowneverywher stress test fail due leak,issue,https://github.com/SignalR/SignalR/issues/1621,Errors,Identified bug
c#,hasauthor reimplement,pr,https://github.com/vis2k/Mirror/issues/1191,Review,Refactor
c#,nh make debugconnectionprovid connect thread safe,pr,https://github.com/nhibernate/nhibernate-core/issues/495,Fix,Missing functionality
c#,valu either larg small unsign byte,issue,https://github.com/mafaca/UtinyRipper/issues/652,Errors,Identified bug
c#,accord intel quick sync h encod,issue,https://github.com/accord-net/framework/issues/1300,Update,Feature request
c#,fix memori leak download button,pr,https://github.com/ppy/osu/issues/5606,Fix,Bug fix
c#,question scrypt mine,issue,https://github.com/MultiPoolMiner/MultiPoolMiner/issues/652,API Usage,Usage question
c#,authent fail remot parti close transport stream,issue,https://github.com/Redth/PushSharp/issues/139,"Discrepancy, Errors",Doesn't understand error
c#,automat reserv usernam packag prefix,issue,https://github.com/NuGet/NuGetGallery/issues/6138,Review,Improving bad functionality
c#,oper complet success file contain viru potenti unwant softwar,issue,https://github.com/quasar/Quasar/issues/545,Discrepancy,Virus flagging
c#,bypass unigram secur,issue,https://github.com/UnigramDev/Unigram/issues/767,Errors,Identified vulnerability
c#,cant find custom redirect login accessdeni etc cooki authent,issue,https://github.com/IdentityServer/IdentityServer4/issues/1783,API Usage,Usage question
c#,lp abort connect callback caus leak,issue,https://github.com/SignalR/SignalR/issues/2309,Discrepancy,Unexpected behaviour
c#,add extens load user credenti configur file,issue,https://github.com/chkr1011/MQTTnet/issues/664,Update,Feature request
c#,updat audit log beta updat databas migrat audit log dataprotect,pr,https://github.com/skoruba/IdentityServer4.Admin/issues/578,Review,Improving logging
c#,chang ssl cert differ site,issue,https://github.com/win-acme/win-acme/issues/252,Discrepancy,Unexpected behaviour
c#,send bitcoin without transact hash,issue,https://github.com/MetacoSA/NBitcoin/issues/459,API Usage,Usage question
c#,azurermvmaccessextens reboot vm usernam chang,issue,https://github.com/Azure/azure-powershell/issues/3561,Fix,Bug fix
c#,asp net core auth cooki bigger mvc cooki,issue,https://github.com/dotnet/aspnetcore/issues/16699,Conceptual,Asking for explanation
c#,cisco ios throw system argumentoutofrangeexcept renci sshnet dll soon enabl password sent,issue,https://github.com/sshnet/SSH.NET/issues/66,Errors,Identified bug
c#,instal fail due block unsign powershel script execut,issue,https://github.com/JamesNK/Newtonsoft.Json/issues/1500,Discrepancy,Incorrect behaviour
c#,updat build script new korebuild ad hack fix,pr,https://github.com/AzureAD/azure-activedirectory-identitymodel-extensions-for-dotnet/issues/352,API Usage,Integrating a component
c#,bypass fingerprint valid skirmish mission server,pr,https://github.com/OpenRA/OpenRA/issues/17542,Update,Changing functionality
c#,move password verif final step,pr,https://github.com/zkSNACKs/WalletWasabi/issues/1142,Review,Discussing functionality change
c#,open id client client credenti flow,issue,https://github.com/IdentityServer/IdentityServer4/issues/632,Discrepancy,Incorrect behaviour
c#,turn assembl sign,issue,https://github.com/ninject/Ninject/issues/8,Update,Feature request
c#,geofenc breach display actual breach,issue,https://github.com/ArduPilot/MissionPlanner/issues/2241,Discrepancy,Incorrect behaviour
c#,protectkeyswithcertif cannot find self sign certif,issue,https://github.com/dotnet/aspnetcore/issues/12068,Errors,Identified bug
c#,negotiag client certif,pr,https://github.com/Azure/DotNetty/issues/134,Fix,Missing functionality
c#,microsoft codeanalysi csharp dll miss sha code sign signatur,issue,https://github.com/dotnet/roslyn/issues/18088,API Change,Updating component
c#,decod qrcode imag c success iphon,issue,https://github.com/micjahn/ZXing.Net/issues/131,Discrepancy,Unexpected behaviour
c#,ident antiforgeri invalid antiforgeri token error,issue,https://github.com/dotnet/aspnetcore/issues/11485,Errors,Identified bug
c#,prism ninject,issue,https://github.com/PrismLibrary/Prism/issues/1450,API Usage,Usage question
c#,design make operationbas execut protect,issue,https://github.com/dotnet/efcore/issues/9388,Review,Updating to better practice
c#,fix invalid cooki name,pr,https://github.com/OrchardCMS/OrchardCore/issues/5237,Fix,Bug fix
c#,add login screen main window show,issue,https://github.com/tgjones/gemini/issues/145,API Usage,Implementation question
c#,consid option allow set displaynam window authent scheme,issue,https://github.com/dotnet/aspnetcore/issues/5876,Update,Feature request
c#,state cooki lost idserv receiv callback adf logout,issue,https://github.com/IdentityServer/IdentityServer3/issues/3268,Discrepancy,Unexpected behaviour
c#,html attribut element tag helper target doubl encod,issue,https://github.com/aspnet/Razor/issues/335,Errors,Identified bug
c#,self sign zip exe file,issue,https://github.com/ravibpatel/AutoUpdater.NET/issues/149,Update,Feature request
c#,make servic accept access token multipl author,issue,https://github.com/IdentityServer/IdentityServer4/issues/2256,API Usage,Usage question
c#,actiondescriptorextens thread safe,issue,https://github.com/OData/WebApi/issues/1600,Errors,Identified vulnerability
c#,fix sign publish nuspec,pr,https://github.com/NuGetPackageExplorer/NuGetPackageExplorer/issues/640,Fix,Bug fix
c#,password provid instead autogener,pr,https://github.com/umbraco/Umbraco-CMS/issues/3528,Fix,Bug fix
c#,proxi requir digest authent type work,issue,https://github.com/mono/mono/issues/6342,Errors,Identified bug
c#,add support myget feed authenticod sign build,pr,https://github.com/windows-toolkit/WindowsCommunityToolkit/issues/478,API Usage,Integrating a component
c#,hashset hashget easycach redi,issue,https://github.com/dotnetcore/EasyCaching/issues/71,API Usage,Usage question
c#,pendingtransportoper thread safe,pr,https://github.com/Particular/NServiceBus/issues/3546,Fix,Bug fix
