postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
60769,https://api.github.com/repos/ansible/ansible/issues/60769,pr,fortinet new modul fortio spamfilt option,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio antispam option pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio spamfilt option ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot cc bot,5,8,spam|firewall|certificate|antivirus|authentication,128,0.0625,0.2875135540962219
60767,https://api.github.com/repos/ansible/ansible/issues/60767,pr,fortinet new modul fortio spamfilt iptrust,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio spamfilt ip trust pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio spamfilt iptrust ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot cc bot,6,11,spam|trust|firewall|certificate|antivirus|authentication,129,0.08527131782945736,0.28728997707366943
3696,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/3696,issue,gcp firewal resourc polici fail attributeerror,hello tri creat gcp firewal polici captur delet firewal rule except firewal rule name firewal firewal ingress egress open creat polici get error expect behavior firewal rule open display except firewal rule firewal firewal actual behaviour pleas look give advic action avail delet match gcp firewal rule aws sg thank,thank bug report hmm yeah think hope keep resourc type metadata specif provid one particular attribut seem problemat absenc report filter block annot sweep thank input know behavior get fix upcom releas workaround submit pull request one hi want confirm chang suggest pr work thank lot want check remov filter gcp firewal rule aws sg gcp firewal action section see notifi post find noth remov gcp resourc degre featur aws azur yet modifi firewal yet contribut pull request welcom,2,15,firewall|availability,136,0.11029411764705882,0.28674113750457764
60804,https://api.github.com/repos/ansible/ansible/issues/60804,pr,fortinet new modul fortio system autoupd tunnel,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio system autoupd tunnel pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio system autoupd tunnel ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot cc bot,6,8,tunnelling|firewall|spam|certificate|antivirus|authentication,131,0.061068702290076333,0.2856137156486511
61123,https://api.github.com/repos/ansible/ansible/issues/61123,pr,fortinet new modul fortio vpn certif ca,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio vpn certif ca pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio vpn certif ca ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,5,8,certificate|firewall|spam|antivirus|authentication,129,0.06201550387596899,0.2842358648777008
60763,https://api.github.com/repos/ansible/ansible/issues/60763,pr,fortinet new modul fortio spamfilt bwl,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio spamfilt black white list pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio spamfilt bwl ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot cc bot,6,9,spam|white list|firewall|certificate|antivirus|authentication,130,0.06923076923076923,0.2832634449005127
61124,https://api.github.com/repos/ansible/ansible/issues/61124,pr,fortinet new modul fortio vpn certif crl,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio vpn certif crl pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio vpn certif crl ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,5,8,certificate|firewall|spam|antivirus|authentication,129,0.06201550387596899,0.28311190009117126
51806,https://api.github.com/repos/ansible/ansible/issues/51806,pr,fortinet fortio antiviru heurist,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function antiviru heurist pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio antiviru heurist ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot shipit,5,8,antivirus|firewall|spam|certificate|authentication,129,0.06201550387596899,0.282448947429657
52119,https://api.github.com/repos/ansible/ansible/issues/52119,pr,fortinet fortio ips decod,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function ips decod pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio ips decod ansibl version,maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot shipit shipit,6,8,decode|firewall|spam|certificate|antivirus|authentication,130,0.06153846153846154,0.28174102306365967
61129,https://api.github.com/repos/ansible/ansible/issues/61129,pr,fortinet new modul fortio vpn certif remot,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig user devic case provid differ function fortio vpn certif remot pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin pr updat accord suggest code review given previou submiss fortinet modul issu type new modul pull request compon name fortio vpn certif remot ansibl version,cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot,5,8,certificate|firewall|spam|antivirus|authentication,129,0.06201550387596899,0.28161880373954773
51809,https://api.github.com/repos/ansible/ansible/issues/51809,pr,fortinet fortio antiviru quarantin,summari fortinet ad ansibl support fortio fortig product modul follow structur guidelin idea given previou approv modul parallel featur fortig webfilt case provid differ function antiviru quarantin pleas note part modul come fortig includ differ function system wireless control firewal webfilt ips web proxi wanopt applic dlp spamfilt log vpn certif user dnsfilter antiviru report waf authent switch control endpoint control router plan follow style structur usag previou modul order make easier compli ansibl guidelin issu type new modul pull request compon name fortio antiviru quarantin ansibl version,maintain modul namespac new modul submit vote count shipit pleas review modul add see merg click bot cc bot awar dedic work group network find peopl interest freenod irc inform commun meet agenda see bot shipit,5,8,antivirus|firewall|spam|certificate|authentication,129,0.06201550387596899,0.28128743171691895
50239,https://api.github.com/repos/ansible/ansible/issues/50239,issue,modul na ontap firewal polici valid vserver wich polici appli,summari modul na ontap firewal polici valid vserver wich polici appli issu type bug report compon name na ontap firewal polici ansibl version configur os environ step reproduc run playbook scenario scenario expect result firewal polici creat actual result scenario creat first polici second one first scenario assum nd polici alreadi creat due paramet attempt creat second scenario assum nd polici alreadi creat requir modif due differ paramet howev attempt system report error polici exist scenario scenario,file identifi descript file inaccur pleas updat section descript bot command click bot cc bot intern stori netapp open issu issu function filter polici name polici name vserver resolv close per comment,3,8,firewall|validate|scripting,120,0.06666666666666667,0.27682575583457947
5604,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/5604,pr,add filter sgrefer secur group rule filter,give polici abil filter secur group ingress egress rule refer secur group exampl function abil filter sg refer base tag valu e want ensur secur group tag privat refer secur group privat subnet thu tag privat privat secur group inbound rule referenc public secur group e public face subnet delet alert notifi etc possibl vulner resolv want filter outbound rule referenc secur group particular vpc want ensur referenc sg descript filter via,umm exist function suffici particular reason updat think see want filter attribut side relat even understand context case ie belong secur group filter secur group sinc that common place relat style queri updat pr initi post sampl case let know think better go data record json file remov thank ad context case pr filter doc string addit document exampl,3,12,security|vulnerability|scripting,139,0.08633093525179857,0.27388954162597656
53,https://api.github.com/repos/stamparm/maltrail/issues/53,issue,integr firewal rule perhap via plugin architectur,maltrail great howev captur packet host base firewal see packet result lot fals posit firewal alreadi block packet blacklist ips host protect threat interest educ know direct toward host use know got past firewal want whitelist blacklist ip address case firewal rule chang firewal firewal inadvert allow blacklist ip address ideal maltrail firewal rule blacklist prepend comment charact log line comment log line normal ignor client web display gener instat display desir peek activ behind firewal perhap allow plugin critic point process better idea gener write code special filter desir,use plugin architectur found chang core log py made log event move check plugin function run plugin function posit log event line check skip write write plugin myplugin folder contain empti file either read list drop subnet cidr format dynam read iptabl drop rule determin whether sourc ip address src ip snif packet drop firewal return true prevent log maltrail event return fals log event call plugin filter firewal py list drop subnet file call root drop subnet cidr format find tri read iptabl entri log drop target use subnet instead run sensor py follow python sensor py p myplugin filter firewal py know python well seem make effici read file pars iptabl inform everi time packet attempt log one key item miss besid includ filter firewal py code implement python iptabl packag name fedora least must instal python process firewal rule iptabl,7,23,integrity|firewall|blacklist|protect|threat|whitelist|snif,241,0.0954356846473029,0.2583504915237427
52743,https://api.github.com/repos/saltstack/salt/issues/52743,pr,switch firewalld state chang interfac,pr state allow bind interfac given zone howev interfac alreadi bound zone call chang rebind interfac report error option howev rebind interfac one zone anoth pr add call firewalld modul updat state call issu pr fix refer previou behavior use firewalld present assign alreadi bound interfac differ zone work new behavior use firewalld present assign alreadi bound interfac differ zone rebind interfac new zone test written commit sign gpg yes pleas review salt contribut best practic see github page gpg inform sign commit gpg,pleas rebas master branch,3,9,firewall|signing|salt,94,0.09574468085106383,0.25386542081832886
56725,https://api.github.com/repos/saltstack/salt/issues/56725,pr,correct firewalld reload rule docstr,pr correct exampl section docstr function call issu pr fix refer none previou behavior exampl claim function call work produc follow output local firewalld reload firewalld reload avail firewalld reload rule reload firewal rule make perman configur new runtim configur without lose state inform new version cli exampl salt firewalld reload new behavior exampl correctli show commit sign gpg yes,,4,9,firewall|availability|salt|signing,66,0.13636363636363635,0.2509756088256836
29593,https://api.github.com/repos/saltstack/salt/issues/29593,pr,summari add two neutron api creat delet firewal r,ule descript add function creat firewal rule salt modul neutron py add function delet firewal rule salt modul neutron py add object function creat firewal rule salt util openstack neutron py add object function delet firewal rule salt util openstack neutron py add object function find firewal rule id salt util openstack neutron py,look realli good one whitespac error linter caught pleas look fix merg thank add whitespac function delet firewal rule follow list function need incorpor annot jenkin salt pr lint n test still wrong find whitespac error,3,14,firewall|scripting|salt,100,0.14,0.24852335453033447
26847,https://api.github.com/repos/saltstack/salt/issues/26847,issue,ssh auth present longer work,day ago updat salt master epel repositori salt el noarch think previou version seem ssh auth present longer work run state salt call minion error,state simpl thank report run state remot minion minion master minion remot version salt run interestingli seem start work run saltutil sync modul run state remot minion two way master salt minion state appli mytestst minion salt call mytestst ldebug sow sync modul addit sync modul creat user base modul almost sure place ssh py modul user modul dir either sync modul realli someth els clean cach mayb realli put modul mess everyth know sync modul sync exec modul modul function fail appear loader load modul reason syntax error find file explicitli instruct load modul function thank extra inform encount comment reopen issu ookkk neeevermind seem play modul mine execut command ssh lack better inspir creat modul ssh py function cmd guess happen propag initi even soon delet modul master remain minion resync probabl clean bogu modul sorri nois fuss start real need actual put new featur request issu problem look forward pull request,2,12,ssh|salt,185,0.06486486486486487,0.24069197475910187
1740,https://api.github.com/repos/freedomofpress/securedrop/issues/1740,pr,updat network firewal templat doc,statu readi review descript chang pr refresh network firewal setup tick two check box updat doc screenshot fix old broken link add use link consol reset firewal etc close close provid doc describ firewal templat add descript set firewal import templat replac earlier templat sever templat correspond alias interfac firewal rule section export directli pfsens firewal without redact doc still includ updat manual instruct configur firewal case reason user troubl templat prefer point click copi screenshot test test set firewal manual export templat mess firewal config delet bunch rule chang interfac config import firewal templat one time verifi set return correct valu review grammar spell inconsist etc test fresh hardwar instal test deb factori reset firewal follow templat instruct tripl check smooth deploy relev new instal checklist x doc lint pass local,thank review comment made suggest chang c dd ad note version tail use make screenshot suggest let know comment one lgtm,2,14,firewall|scripting,159,0.0880503144654088,0.2298193722963333
33014,https://api.github.com/repos/saltstack/salt/issues/33014,issue,env saltenv non state,descript issu question reason env time e seem state mayb add salt call salt overrid minion configur file otherwis suspect modul code paramet saltenv env,e g argument intern state system execut modul need know saltenv command line exampl come hundr salt function execut modul handl saltenv differ handl handl global execut modul avail function salt environ tightli coupl state modul salt modul top file file root assign state differ minion set minion wherea modul kind logic usual handl target execut modul usual need refer back part state system exampl function accept argument list file environ function accept need know environ appli state unto sinc top system sourc author valu contain unsur well defin defin everi context execut modul run context think well defin execut modul run state modul,5,13,salt|scripting|availability|signing|authorise,134,0.09701492537313433,0.22874972224235535
36873,https://api.github.com/repos/saltstack/salt/issues/36873,pr,develop salt modul hopelessli broken solari platform,pr updat salt modul virtualnam updat salt modul virtual return fals suno platform improv salt modul comput regex atq creat salt modul solari virtualnam updat salt state new salt modul call cleanup salt state ad uniqu tag properti present ad mod watch salt state realli want salt modul solari compat output salt modul cleanup happen along probabl happen salt modul issu pr fix refer n previou behavior call rais except solari platform new behavior call work fine solari platform test solari omnio smarto although solari box got minim test prod box work mainten test first place test written yes sweet combin watch salt minion config chang delay restart honest whole reason take look,accept nd pr clean salt modul jenkin pipelin test lack linux minion one use lx brand emul unfortun salt state still broken fix case salt state actual pretti horribl chang cmd run call modul call code cleanup improv doc implement jobid mention done chang return state unavoid test break fix jenkin run updat check state mock data inject jobcheck atrm modul function result updat reflect new result data thank much look great,2,17,salt|inject,193,0.08808290155440414,0.22852331399917603
51506,https://api.github.com/repos/ansible/ansible/issues/51506,issue,firewalld add support manag zone,summari believ help either within exist firewalld modul new firewalld zone modul allow manag firewalld zone map modul expos firewalld dbu use current zone exist user must manual creat creat use modul failur alreadi exist issu type featur idea compon name addit inform suggest separ firewalld separ firewalld zone modul though less complex public api modul use individu must manag complex firewal via firewalld zone import use sourc destin ip restrict cluster servic consul elasticsearch etc python play roughli,file identifi descript file inaccur pleas updat section descript bot command click bot cc bot file identifi descript file inaccur pleas updat section descript bot command click bot,2,13,firewall|scripting,113,0.11504424778761062,0.22825102508068085
1157,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/1157,issue,ec cloudtrail filter secur group ingress cidrip match,new user custodian tri setup polici detect new ec instanc launch attach secur group allow ingress traffic custodian polici start cloudtrail event relev secur group definit log lambda execut show resourc event detect resourc match filter thank help run custodian version polici event cloudtrail secur group definit,tweak filter key see get similar result core py line v none fail call current polici look type error relat convers cidr probabl wrap better match hi want filter secur group efs custodian polici valid pass polici detect efs sourc thought polici name efs sg sourc complianc descript detect sg open sourc inbound rule send notif schedul mode resourc efs mount target filter type secur group key securitygroup ippermiss iprang cidrip valu type cidr op valu,3,9,security|validate|scripting,132,0.06818181818181818,0.22816626727581024
27784,https://api.github.com/repos/saltstack/salt/issues/27784,issue,custom execut modul cannot access salt grain certain place,follow releas custom execut modul use dunder grain dunder salt certain place fail longer made avail scenario access dunder grain top level modul use work fail test py scenario access dunder grain dunder salt within modul import custom execut modul use work fail exampl execut modul share common core command line wrapper script includ modul need know run salt use possibl use try except place top modul access dunder grain data alway think salt cannot access data test py test core py broken backward compat custom execut script mean stuck fix workaround made avail,thank report ad sure whether exactli seem close modul sit directli modul behav describ howev sit subfold import otherwis avail never defin even insid call function thank report word salt loader work ask salt run modul modul loader find modul modul directori load follow step load modul modul global context initi global variabl init modul inject salt context data includ dict loader instanc allow call modul function call modul function exist contain minion configur dict process function exist inform describ doc implement exactli describ work ever work salt describ st step loader load modul python initi global step grain data inject get nameerror fix init global modul init function test py scenario see two point modul use anoth modul salt import modul directli instead call use salt loader inject global detect modul run salt done function fix test py test core py scenario two point said keep salt flavor let salt loader import init modul run function use regard modul file layout follow option modul name function name call standard modul layout implement file name place direcotri modul subdirectori implement file name place directori custom modul direcotri implement way place somewher want say config paramet minion config anyway modul name structur level todo salt execut modul document inform function updat dmitri thank inform understand better modul use salt implement salt exampl init function declar global init function use seen right note declar global assign variabl requir read miss global code salt exampl updat code,5,27,salt|availability|scripting|inject|signing,348,0.07758620689655173,0.22734318673610687
865,https://api.github.com/repos/cookiecutter/cookiecutter/issues/865,issue,symlink becom normal directori cookiecutt run,cookiecutt version master templat project url python version oper system osx descript symlink within cookiecutt templat copi directori rather symlink run cookiecutt templat variabl success run cookiecutt output symlink turn standard directori work pr fix,nice catch look forward pr support copi symlink symlink exist directori case symlink cooiecutt templat rel path point directori exist specif directori creat new project situat symlink ad os walk file list dir list cookiecutt stop ioerror except go read symlink target python current master cookiecutt f b dbffc e fcd baf accord analysi culprit behavior python function caus follow error symlink directori bug report python bug tracker issu error go away detail cookiecutt python version use stacktrac,2,9,cookie|scripting,120,0.075,0.2249836027622223
45252,https://api.github.com/repos/saltstack/salt/issues/45252,issue,salt dictionari nest modul,descript issu question current salt dict present top level modul particular reason load nest modul recommend reload salt nest modul access salt,mean modul say structur salt avail foo bar bar baz modul assum inject salt top level modul e foo bar help correct baz load loader bar baz import load loader namespac modul bar baz init py salt util version oxygen ah see case though forc function sub modul right whole modul essenti prefer namespac bar baz oppos namespac bar baz func function namespac whole modul individu function open ad give shot absolut bypass pass salt dict modul soon time try figur one look code lazyload inject global look clean,5,13,salt|scripting|availability|inject|bypass,116,0.11206896551724138,0.22317013144493103
66828,https://api.github.com/repos/ansible/ansible/issues/66828,issue,scaleway secur group rule rule ad sever time,summari add rule scaleway secur group rule ad time run playbook issu type bug report compon name scaleway secur group rule ansibl version os environ run fedora step reproduc add rule first time exist secur group run playbook expect rule alreadi exist noth chang unfortun rule ad mani time execut playbook expect result excpect result rule creat actual result rule creat mani time execut playbook,file identifi descript file inaccur pleas updat section descript bot command click bot cc bot,2,6,security|scripting,89,0.06741573033707865,0.22105509042739868
461,https://api.github.com/repos/cloud-custodian/cloud-custodian/issues/461,pr,asg encrypt filter longer filter dead ami ref result,asg encrypt filter launchconfig refer dead ami imag longer show filter result dead ami refer alreadi filter asg invalid filter,think misunderstood referenc chat seem littl counter intuit intent filter nutshel asg config refer unencrypt snapshot encrypt filter return implicit condit logic within filter break assumpt usag mode want polici use return structur valid asg polici valid filter,2,7,encrypt|validate,68,0.10294117647058823,0.22031281888484955
37304,https://api.github.com/repos/saltstack/salt/issues/37304,issue,salt ssh json object decod mislead error messag due long output state run,descript issu question tl dr result salt ssh state call long get truncat lead json decod error output salt ssh run long return truncat gibberish cannot decod therefor lead json object decod long stand bug still present master sure use bug report know went current case even lead mislead error messag includ output command state run actual perform flawlessli idea led host key need accept messag must fuzzi logic somewher trigger sensibl output ssh invoc must miss host key line part diff state execut result guess buffer limit reach edit rerun l trace actual result apach systemd conf activ fail result exit code sinc fri cest ms ago doc man systemd sysv gener trace vmrbg systemd fail start lsb apach web server oct vmrbg systemd apach servic unit enter fail state oct vmrbg systemd apach servic fail result exit code id apach statu file cgi wrapper usr lib cgi bin recurs comment recurs updat usr lib cgi bin pchang name usr lib cgi bin start time result true durat run num chang usr lib cgi bin extract url diff new file group www data mode usr lib cgi bin group www trace ata usr lib cgi bin nosuchus py diff new file group www data mode usr lib cgi bin newhomebann py diff new file group www data mode usr lib cgi bin nosuchus py bak diff new file group www data mode usr lib cgi bin error py diff new file group www data mode usr lib cgi bin userlogg py diff new file trace group www data mode id cgi wrapper cmd restart ssh systemctl restart sshd wait comment name systemctl restart sshd start time result true durat run num chang id restart ssh apach modul enabl ssl ssl enabl comment name ssl start time result true durat run num chang new ssl old null id enabl ssl trace group apach tumus tumus present comment follow group attribut chang addus www data name tumus start time result true durat run num chang final chang appli success id apach tumus file static html srv home static recurs comment recurs updat srv home static pchang name srv home static start time result true durat run num chang srv home static tum logo png trace diff new file mode srv home static index html diff new file mode srv home static rbg logo gif diff new file mode srv home static fakultaet logo png diff new file mode srv home static favicon ico diff new file mode id static html cmd autof restart systemctl restart autof wait comment name systemctl restart autof trace start time result true durat run num chang id autof restart apach site default site disabl default disabl comment name default start time result true durat run num chang new null old default id default site disabl cmd binfmt restart systemctl restart binfmt support servic run comment command systemctl restart binfmt support servic run name systemctl restart binfmt support servic start ti trace result true durat run num chang pid retcod stderr stdout id binfmt restart file autof hall etc auto hall manag comment file etc auto hall updat pchang name etc auto hall start time result true durat run num chang diff new file id autof hall file restrict ssh etc ssh sshd config append comment append line trace pchang name etc ssh sshd config start time result true durat run num chang diff pam authent enabl passwordauthent challengeresponseauthent usepam yes allowgroup root id restrict ssh file suexec conf etc apach suexec www data manag comment file etc apach suexec www data updat pchang name etc apach suexec www data start time result true durat run num chang trace diff var www public html cgi bin home page first two line contain suexec document root suexec userdir suffix one disabl prepend charact suexec refus correspond type request id suexec conf apach modul enabl ext filter ext filter enabl comment name ext filter start time result true durat run num chang new ext filter old null id enabl ext filter file ldap conf etc ldap conf manag comment file etc ldap conf updat pchang trace name etc ldap conf start time result true durat run num chang diff configur file manag debconf long first line file say debconf dpkg reconfigur configur file via debconf manag saltstack base ou tum c de ldap conf v lukeh exp configur file ldap nameservic switch librari ldap pam modul padl softwar ldap ldaphal informatik tu muenchen de ldap server must resolv without use ldap multipl host specifi separ space long nss ldap take failov depend trace ber pam login attribut samaccountnam pam filter objectclass user pam password ad configur enabl authpassword longer support authpassword map nss map attribut userpassword authpassword aix secureway map nss map objectclass posixaccount aixaccount nss base passwd ou aixaccount one nss map attribut uid usernam nss map attribut gidnumb gid nss map attribut uidnumb uid nss map attribut userpassword passwordchar nss map objectclass posixgroup aixaccessgroup nss base group ou aixgroup one nss map attribut cn groupnam nss map attribut uniquememb member pam login attribut usernam pam filter objectclass aixaccount pam password clear netscap sdk ldap ssl netscap sdk ssl option sslpath etc ssl cert openldap ssl mechan start tls mechan use normal ldap port ldap typic ssl start tls ssl openldap ssl option requir verifi server c trace ertif yes default libldap default behavior configur etc openldap ldap conf use tls reqcert set default openldap earlier later yes tls checkpeer yes ca certif server certif verif least one requir tls checkpeer yes tls cacertfil etc ssl ca cert tls cacertdir etc ssl cert seed prng dev urandom provid tls randfil var run egd pool ssl cipher suit see man cipher syntax tls cipher tlsv client certif key server requir client authent tls cert tls key disabl sasl secur layer need ad sasl secprop maxssf overrid default kerbero ticket cach locat krb ccname file etc ldapcach sasl mechan pam authent experiment present support file manag state execut step reproduc issu salt ssh run lead lot output version report,thank report tag core team take look sound need figur send data thank daniel unfortun troubl replic fix increas max event size master config possibl minion option roster see fix issu actual replic issu anymor made testcas use e g creat empti file target minion chug transfer mb file spit humong diff ran virtualenv v branch instal salt repo definit issu sever peopl reproduc loss recal make chang fix similar issu report elsewher unfortun recal sorri like fix alreadi adn miss duplic issu close cannot reproduc still happen two devic state one work error,17,117,salt|ssh|decode|scripting|ssl|fuzz|authentication|password|ldap|nss|login|security|username|tls|certificate|cipher|kerberos,1117,0.10474485228290063,0.2128734588623047
53743,https://api.github.com/repos/saltstack/salt/issues/53743,issue,firewalld state commit interfac chang,descript issu firewalld state seemingli perman commit interfac chang state tri reassign interfac eth public intern temporarili commit chang firewalld zone configur setup edit cento use firewalld step reproduc issu appli state minion observ chang result appli state minion notic result mark chang even though noth chang check firewalld zone file intern zone note interfac specifi file expect tag specifi eth file version report ident minion,look happen networkmanag bind interfac zone alreadi shown salt tri run thank let us know issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu thank updat issu longer mark stale,4,8,firewall|scripting|signing|salt,113,0.07079646017699115,0.2112773209810257
27803,https://api.github.com/repos/saltstack/salt/issues/27803,issue,use saltutil refresh modul sync remov modul,run remov modul srv salt modul saltutil refresh modul sync doesnt seem remov modul minion unless remov syndic master minion cach var cach salt minion extmod modul var cach salt minion file base modul suppos bug complet wrong,probabl happen accident delet sync modul present current unavail file root add forc option remov modul found master alreadi implement configur option issu automat mark stale recent activ close activ occur thank contribut issu close prematur pleas leav comment gladli reopen issu,2,6,salt|availability,88,0.06818181818181818,0.20748837292194366
61102,https://api.github.com/repos/ansible/ansible/issues/61102,issue,add group option win firewal rule,summari window firewal rule member group rule group use organ rule influenc allow batch rule modif nice option manag group ansibl well issu type featur idea compon name win firewal rule addit inform group firewal rule associ rule multi tier applic provid better overview make easier manag firewal rule featur document new netfirewallrul page,file identifi descript file inaccur pleas updat section descript bot command click bot cc bot duplic close merg,2,8,firewall|scripting,79,0.10126582278481013,0.20629191398620605
35455,https://api.github.com/repos/saltstack/salt/issues/35455,issue,dockerng modul work salt minion restart,descript issu question issu dockerng state work salt minion restart docker py instal tri salt step reproduc issu version report,tri use reload modul true sourc yes complet docker state file use state file salt dockerio modul work fine believ need add docker state well defin doc forc salt reload modul given state finish need add docker state well ensur modul reload try help sorri clear state tri chang state still issu perhap directli reload modul depend see run python instal state follow without expect exactli right actual fix,2,6,salt|scripting,96,0.0625,0.2044052630662918
37448,https://api.github.com/repos/saltstack/salt/issues/37448,issue,salt key event act never happen,document salt master event say act new statu minion key accept pend reject key event salt key anyway event never happen use reactor email regist sls email sent accept delet document pend reject event,version salt see test see reject event pend event salt key although see event salt auth mayb workaround event instead label bug least pend event show see reject event shown version salt boron reject test renegener new key minion see test ok key deni reject made test salt auth work pend problem gener one event everi need one event sent email administrador author minion case document incorrect updat,2,9,salt|authorise,109,0.08256880733944955,0.2039487659931183
50197,https://api.github.com/repos/saltstack/salt/issues/50197,pr,add saltutil state wrap saltutil sync modul,pr add saltutil state wrap modul issu pr fix refer previou behavior run state via alway ran report chang new behavior new saltutil sync state properli report chang occur support chang test written yes,look one test need fixup though correct state test intent miss state modul want mention state modul doc significantli improv nope think new exist time ad anytim,2,5,salt|signing,69,0.07246376811594203,0.20144647359848022
