postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
5100,https://api.github.com/repos/vercel/next.js/issues/5100,pr,updat hash static exampl,substitut babel configur renam static asset custom next configur,pleas run done,2,2,hash|asset,17,0.11764705882352941,0.6493141651153564
43,https://api.github.com/repos/jgraph/drawio-desktop/issues/43,issue,sha checksum,calcul checksum build process display download,,2,3,sha|checksum,9,0.3333333333333333,0.6427164077758789
326,https://api.github.com/repos/vuejs-templates/webpack/issues/326,pr,add webpack md hash optimis chunkhash,add webpack md hash plugin prevent js chunkhash updat css file updat,idea look plugin think invalid often enough actual wors invalid often,2,6,hash|validate,30,0.2,0.6389333605766296
2341,https://api.github.com/repos/webpack/webpack/issues/2341,issue,verifi chunk hash,verifi file hash command line tool hash differ length verifi file content chang manual,still interest issu pleas detect potenti tamper mayb approach differ direct calcul hash file build md want verifi calcul compar see good verifi chunk hash per file pleas open stack overflow idea possibl creat file hash append file name use webpack check idea plugin thank alreadi check plugin other unfortun none creat hash compliant md sum tell chunk hash differ file hash differ chunk file chunk chunk hash gener per entri file within entri chang chunk hash whole idea guess md sum someth littl differ think try gener md sum compat hash check build perhap rather uniqu problem upgrad librari build pipelin e g uglifi js chang content file gener sinc hash gener webpack base file content stay product cdn keep serv old version file tri differ plugin help think import option enabl file content base hash gener minifi uglifi loader instead plugin solv order issu anoth hook process plugin calcul hash perhap find coupl third parti plugin someth alreadi,2,16,hash|tampering,178,0.0898876404494382,0.636092483997345
1741,https://api.github.com/repos/less/less.js/issues/1741,issue,use sourc map asset get full path,use matter basepath rootpath asset import via instead output full path map becom map file idea fix command use librari locat bower compon other locat insid,pleas merg need fix workaround make sourc file avail least local,2,3,asset|availability,45,0.06666666666666667,0.6335977911949158
6965,https://api.github.com/repos/nuxt/nuxt.js/issues/6965,issue,refer asset backend public laravel parent folder upload user,reproduct step reproduc imag work dev product user upload new imag new imag disappear npm run build structur nuxt ssr directori directori asset call method render imag public expect want refer asset public folder without bundl imag webpack keep asset public folder refer actual happen product npm run build imag copi dist directori issu dashboard user upload imag public folder imag disappear run npm run build copi new imag upload dist directori bug report avail nuxt commun c,work asset compil build time place truli static asset static refer base separ laravel nuxt applic,2,7,asset|availability,104,0.0673076923076923,0.628348171710968
7371,https://api.github.com/repos/facebook/create-react-app/issues/7371,issue,asset path contain usernam address,asset path build folder absolut path deploy asset found make build return main css static css main b e chunk css instead main css ahm e elswerkey domino static css main b e chunk css,build homepag packag json yeah git repositori tri set noth work thank heyimalex hint,2,4,asset|username,55,0.07272727272727272,0.6252272725105286
264,https://api.github.com/repos/facebook/docusaurus/issues/264,issue,site doc asset directori docusauru fail gener static site,repro step creat directori doc folder e g need add dummi asset file think necessari run build script fail someth culprit updat script check presenc asset directori one found try copi asset output dir use wrong path asset folder perform copi oper,,2,7,asset|scripting,52,0.1346153846153846,0.6218088269233704
1516,https://api.github.com/repos/webpack/webpack/issues/1516,issue,watch option updat font hash,config code clean previou build remov directori except current hash directori build complet run font awesom librari includ font ttf svg etc insid first run everyth work fine font creat directori chang code recreat js file new hash without font result font new hash guess happen font directli defin block import insid librari pleas advic good solut forc webpack recreat file new hash even directli defin block import vendor librari,font chang though new hash normal propabl bug better path invalid cach asset everi build chang everi build font chang cach longer remov path better config even ok good practic clean obsolet asset directori new version app includ asset mean obsolet user keep browser window open week delet asset server give better wait week publish new version delet old asset last modifi time good hint think webpack rewrit asset timestamp everi fresh build refer exactli issu use output path meant asset font load run webpack solv move font specif differ directori specifi sibl directori hash path loader rule sinc alreadi configur name font file includ hash need includ hash path allow us still includ hash path asset,3,19,hash|validate|asset,193,0.09844559585492228,0.6149922609329224
574,https://api.github.com/repos/webpack/webpack/issues/574,issue,possibl hash asset file,hello possibl hash asset file exampl webpack config js assethash hash output file result file look someth,sorri question found chankhash,2,8,hash|asset,26,0.3076923076923077,0.6121564507484436
1291,https://api.github.com/repos/webpack/webpack/issues/1291,pr,ad path field compil asset,ad path field contain path file null creat possibl plugin ad new asset know real filepath without hash done solv issu creat,correct asset bound path bind path asset made manifest revis webpack plugin manifest revis webpack plugin made bind object path ad asset appear imposs solv issu without fix find workaround rewrot plugin add creat sprite asset manifest xhr help js work,2,7,asset|hash,69,0.10144927536231885,0.607079267501831
1669,https://api.github.com/repos/requirejs/requirejs/issues/1669,issue,specifi option safe remov path locat without concern,ahh lost data ran command wipe current work directori solut r js script gener checksum build directori store build file build directori remov checksum directori written last build chang made build directori file structur caus es n dialog messag prompt delet file gener build script quickli delet,,3,5,safe|scripting|checksum,56,0.08928571428571429,0.6026881337165833
502,https://api.github.com/repos/webpack/webpack/issues/502,issue,includ origin file name stat asset,use export build asset built use server applic gener templat refer static asset imag icon etc within html code sinc js css file hash use timestamp problem includ html code sinc access howev static asset hash content file differ hash exampl taken nice object includ origin filenam asset applic read object find proper hash filenam asset given origin filenam suggest chang,possibl direct find inform ok found origin gener asset name,2,11,asset|hash,78,0.14102564102564102,0.5999254584312439
8870,https://api.github.com/repos/facebook/create-react-app/issues/8870,issue,doc file asset folder chang filenam download window locat href,simpli download doc file kept asset window locat method download filenam chang random text append exist file name e g file name preview xlsx download filenam preview e b slsx,issu compil webpack add random text hash static asset hash help burst browser cach load updat asset static asset chang time move src public folder access asset use web url e g preview xlsx static asset move folder access file use web url futur file content chang burst cach use old method ad version path new path thank resolv problem,2,9,asset|hash,101,0.0891089108910891,0.5990198254585266
389,https://api.github.com/repos/mozilla/send/issues/389,issue,static asset miss cach header,report,possibl relat add static asset revis use fingerprint asset except long cach file,2,4,asset|fingerprint,20,0.2,0.599000096321106
3369,https://api.github.com/repos/webpack/webpack/issues/3369,issue,multipl entri add file file hash chang,entri entri vendor jqueri path resolv dirnam common js script index path resolv dirnam demo js script index path resolv dirnam demo js script aest script aest plugin new webpack optim commonschunkplugin name vendor manifest minchunk infin compil index webpackjsonp index webpackjsonp vendor webpackjsonp aest webpackjsonp add new entri script index path resolv dirnam demo js index webpackjsonp index webpackjsonp index webpackjsonp vendor webpackjsonp aest webpackjsonp file chunkid chang file hash chang browser cach use,try plugin look delet love craft issu good reason pleas help us solv issu answer question ask templat close pleas either updat issu templat open new issu thank advic webpack md hash plugin took us time find webpack gener differ chunkhash mac os vs ubuntu plugin solv issu,2,9,hash|scripting,131,0.06870229007633588,0.5984106063842773
420,https://api.github.com/repos/tuupola/lazyload/issues/420,issue,cdn integr,readm md follow cdn link provid specifi minifi version pleas add integr hash last version minifi,,2,3,integrity|hash,19,0.15789473684210525,0.597663402557373
6338,https://api.github.com/repos/webpack/webpack/issues/6338,issue,chunkhash webwork target,chunkhash problem chunkhash alway sourc file output file chunkhash minifi non minifi file chunkhash comput output file exampl remov comment consol use minifyplugin chang comment sourc file chang chunkhash output file even output file comment remov webwork target problem set target webwork caus hmr work bahav hot fals inlin fals,issu chunkhash need insid output file webwork file separ issu issu activ least half year subject automat issu close activ next day issu close inact think still valid issu pleas file new issu addit inform,2,8,hash|validate,89,0.0898876404494382,0.5973682403564453
2221,https://api.github.com/repos/GoogleChrome/workbox/issues/2221,issue,webpack v immut asset metadata,ad new metadata webpack asset output let plugin determin whether asset url immut e whether filenam contain hash signal supplement configur make webpack v releas,,3,5,asset|hash|signing,31,0.16129032258064516,0.5940671563148499
1588,https://api.github.com/repos/GoogleChrome/workbox/issues/1588,issue,precach gener webpackpwamanifest manifest asset,workbox webpack plugin browser platform chrome webpack node v npm ubuntu wish add gener manifest json swprecach array copi gener manifest json includ precach manifest js config use webpack config new webpackpwamanifest name testapp short name testapp descript descript background color b theme color b theme color b start url icon src path resolv src asset icon icon png size destin path join asset icon new injectmanifest globdirectori globpattern dist manifest json swsrc src sw default js swdest sw js tri new copywebpackplugin src manifest json asset src asset icon asset icon manifest json precach new copywebpackplugin src manifest json src asset icon asset icon work injectmanifest plugin add manifest json asset directori build directori issu plugin configur differ edit got manifest json precach provid glob directori src pattern json gener manifest json sourc directori precach manifest pleas let know achiev plugin,think need someth specif pick output list asset know default config bug took lot time found answer option exclud manifest default default valu exclud manifest json reason default fix v alpha,3,14,asset|scripting|inject,179,0.0782122905027933,0.5939558148384094
251,https://api.github.com/repos/erikras/react-redux-universal-hot-example/issues/251,issue,webpack hash differ differ comput,run npm run build differ comput get differ hash sourc map loader gener js file depend hash name use sourc map disabl sourc map use set null see file hash gener differ differ comput multipl applic server respons load balanc send asset cdn get troubl asset name idea happen webpack gener,bizarr creat issu repo creat webpack repo see possibl relat first found issu dig deeper webpack think relat differ absolut path chang root path project path gener differ hash basic idea caus leav issu open someon face problem,2,7,hash|asset,95,0.07368421052631578,0.5853174924850464
8162,https://api.github.com/repos/TryGhost/Ghost/issues/8162,issue,automat cleanup core built asset,issu summari client asset file cach bust hash includ filenam e g current pose littl bit issu asset long overwritten instead keep build normal ember cli delet everyth build directori previou file remov build output kept clean howev custom build step copi built asset client build dir remov old file keep develop product asset releas contain switch think two solut output develop product asset differ directori e g replac entir directori rather copi individu file add cleanup task perhap part delet build directori run client build,,2,7,asset|hash,92,0.07608695652173914,0.5828140377998352
52,https://api.github.com/repos/gchq/CyberChef/issues/52,issue,oper request md md hash,request summari develop oper calcul md md hash cyberchef alreadi support md hash thank cryptoj exampl input output md input test output f ddf c dfa md input test output,,2,4,hash|crypt,36,0.1111111111111111,0.5726525783538818
689,https://api.github.com/repos/h5bp/html5-boilerplate/issues/689,issue,rewrit rel css asset url eg imag font inlin call,css framework exampl structur imag folder resid css eg build script inlin microformat css file rel path imag becom invalid build script rewrit rel asset path inlin file necessari ie file inlin folder style css,someth solv yes think done ed file path prefix retain append everywher found inlin file ant pain though littl easier look ad ant task concaten minifi add two line loop import file chang next line load url replac version origin stylesheet scratch move h bp ant build script,3,6,asset|scripting|validate,94,0.06382978723404255,0.5697709321975708
2393,https://api.github.com/repos/webpack/webpack/issues/2393,issue,cannot chunkhash webpack dev server,start multipl entrypoint webpack dev server expect chunkhash avail instead caus error understand option avail product build bug made hash dev server chunkhash product build thank yanni,someth prevent use chunkhash e hmr confirm problem relat use conjunct sinc expect behavior close chunkhash webpack dev server remov plugin webpack config error separ manifest anoth file chunkhash develop sinc increas compil time,2,9,hash|availability,67,0.13432835820895522,0.5681204795837402
8983,https://api.github.com/repos/webpack/webpack/issues/8983,pr,add experiment asset support,see exampl summari add modul type url experiment add url experiment use default file name next step want implement pr combin output one esm current cjs scope hoist add file laoder url loader set kind chang pr introduc featur add test chang yep pr introduc break chang need document chang,maintain need document issu webpack webpack js org file merg thank updat label pull request review review pleas review new chang sure azur pipelin test fail look someth wrong window ci disappoint need investig mayb need updat dep hmm make new pr investig ci edit line oop notic got error check alway check azur hmm hash valu output differ test seem fail file size calcul method differ window mac addit seem differ v v think bug mayb fix pr merg think investig webpack sourc bug cc idea think result affect node js bug reproduc situat v v v local pc addit fail see detail edit ad node js v want skip url think investig issu separ anoth repositori result regard think issu hash modul differ probabl realli differ content buffer sure hmm phenomenon strang omg found problem differ asset size content offend probabl differ ose convert png utf bad idea anyway thank take care pr sorri pr becom inact basic integr test succeed full suit fail pleas review follow output log error show remain error object namedchunkgroup object entrya object object test stat test js stat chunkgroup contain addit chunk expect valu tomatchsnapshot receiv valu match store snapshot stat chunkgroup contain addit chunk snapshot receiv namedchunkgroup object chunkb object asset array chunkb js auxiliaryasset array childasset object children object chunk array entrya object asset array entrya js auxiliaryasset array childasset object children object chunk array entryb object asset array entryb js auxiliaryasset array childasset object children object chunk array chunkgroup true tomatchinlinesnapshot object asset array object object test stat test js snapshot fail compil build entri modul activ compil build entri modul activ build entri modul activ build entri modul activ home travi build webpack webpack test fixtur js build entri modul activ build entri modul activ home travi build webpack webpack test fixtur b js build entri modul activ build entri modul activ finish modul graph finish modul graph flagdependencyexportsplugin finish modul graph wasmfinalizeexportsplugin seal seal warncasesensitivemodulesplugin depend optim depend optim sideeffectsflagplugin depend optim flagdependencyusageplugin depend optim chunk graph chunk graph optim modul optim modul optim chunk optim chunk optim ensurechunkconditionsplugin chunk optim removeparentmodulesplugin chunk optim removeemptychunksplugin chunk optim mergeduplicatechunksplugin chunk optim splitchunksplugin chunk optim removeemptychunksplugin chunk optim modul chunk tree optim modul chunk tree optim chunk modul optim chunk modul optim moduleconcatenationplugin chunk modul optim modul reviv modul reviv recordidsplugin modul ids modul ids modul ids deterministicmoduleidsplugin modul id optim chunk reviv chunk reviv recordidsplugin chunk ids chunk ids chunk ids deterministicchunkidsplugin chunk id optim chunk id optim flagincludedchunksplugin chunk id optim record modul record modul recordidsplugin record chunk record chunk recordidsplugin modul hash runtim requir hash content hash content hash javascriptmodulesplugin hash record hash modul asset process chunk asset process addit chunk asset process record addit asset process chunk asset optim chunk asset optim terserplugin build entri modul activ build entri modul activ finish modul graph finish modul graph flagdependencyexportsplugin finish modul graph wasmfinalizeexportsplugin seal seal warncasesensitivemodulesplugin depend optim depend optim sideeffectsflagplugin depend optim flagdependencyusageplugin depend optim chunk graph chunk graph optim modul optim modul optim chunk optim chunk optim ensurechunkconditionsplugin chunk optim removeparentmodulesplugin chunk optim removeemptychunksplugin chunk optim mergeduplicatechunksplugin chunk optim splitchunksplugin chunk optim removeemptychunksplugin chunk optim modul chunk tree optim modul chunk tree optim chunk modul optim chunk modul optim moduleconcatenationplugin chunk modul optim modul reviv modul reviv recordidsplugin modul ids modul ids modul ids deterministicmoduleidsplugin modul id optim chunk reviv chunk reviv recordidsplugin chunk ids chunk ids chunk ids deterministicchunkidsplugin chunk id optim chunk id optim flagincludedchunksplugin chunk id optim record modul record modul recordidsplugin record chunk record chunk recordidsplugin modul hash runtim requir hash content hash content hash javascriptmodulesplugin hash record hash modul asset process chunk asset process addit chunk asset process record addit asset process chunk asset optim chunk asset optim terserplugin chunk asset optim asset optim asset optim seal emit chunk asset optim asset optim asset optim seal emit emit emit sizelimitsplugin emit emit sizelimitsplugin compil build tri dule activ build es es js build tri dule activ build tri dule activ finish modul graph finish modul graph xportsplugin seal seal sesensitivemodulesplugin depend optim depend optim plugin depend optim chunk graph chunk graph optim modul optim modul optim chunk optim chunk optim ditionsplugin chunk optim modulesplugin chunk optim ychunksplugin chunk optim echunksplugin chunk optim tchunksplugin chunk optim ychunksplugin chunk optim modul chunk tree optim modul chunk tree optimiz chunk modul optim chunk modul optim lugin chunk modul optim modul reviv modul reviv recordidsplugin modul ids modul ids modul ids nisticmoduleidsplugin modul id optim modul id optim chunk reviv chunk reviv recordidsplugin chunk ids chunk ids chunk ids ministicchunkidsplugin chunk id optim chunk id optim unksplugin chunk id optim record modul record modul recordidsplugin record chunk record chunk recordidsplugin modul hash runtim requir hash content hash content hash iptmodulesplugin hash record hash modul asset process chunk asset process addit chunk asset process record addit asset process chunk asset optim chunk asset optim rplugin chunk asset optim asset optim asset optim seal emit emit emit sizelimitsplugin compil build entri modul activ build entri modul activ build entri modul activ home travi build webpack webpack test fixtur js build entri modul activ build entri modul activ finish modul graph finish modul graph flagdependencyexportsplugin finish modul graph wasmfinalizeexportsplugin seal seal warncasesensitivemodulesplugin depend optim depend optim sideeffectsflagplugin depend optim flagdependencyusageplugin depend optim chunk graph chunk graph optim modul optim modul optim chunk optim chunk optim ensurechunkconditionsplugin chunk optim removeparentmodulesplugin chunk optim removeemptychunksplugin chunk optim mergeduplicatechunksplugin chunk optim splitchunksplugin chunk optim removeemptychunksplugin chunk optim modul chunk tree optim modul chunk tree optim chunk modul optim chunk modul optim moduleconcatenationplugin chunk modul optim modul reviv modul reviv recordidsplugin modul ids modul ids modul ids deterministicmoduleidsplugin modul id optim modul id optim chunk reviv chunk reviv recordidsplugin chunk ids chunk ids chunk ids deterministicchunkidsplugin chunk id optim chunk id optim flagincludedchunksplugin chunk id optim record modul record modul recordidsplugin record chunk record chunk recordidsplugin modul hash runtim requir hash content hash content hash javascriptmodulesplugin hash record hash modul asset process chunk asset process addit chunk asset process record addit asset process chunk asset optim chunk asset optim terserplugin chunk asset optim asset optim asset optim seal emit emit emit sizelimitsplugin summari fail test fail test stat test js stat chunkgroup empti addit chunk expect valu tomatchsnapshot receiv valu match store snapshot stat chunkgroup empti addit chunk snapshot receiv namedchunkgroup object entrya object asset array entrya js auxiliaryasset array childasset object children object chunk array entryb object asset array entryb js auxiliaryasset array childasset object children object chunk array chunkgroup true tomatchinlinesnapshot object namedchunkgroup object chunkb object object test stat test js stat chunkgroup contain asset expect valu tomatchsnapshot receiv valu match store snapshot stat chunkgroup contain asset snapshot receiv object asset array object auxiliarychunknam array auxiliarychunk array chunknam array chunkb chunk array emit true name chunkb js size object auxiliarychunknam array auxiliarychunk array chunknam array entrya chunk array emit true name entrya js size object auxiliarychunknam array auxiliarychunk array chunknam array entryb chunk array asset true tomatchinlinesnapshot text test suit fail skip pass total test fail skip pass total snapshot fail pass total time see complet report yeah thank,4,88,asset|hash|integrity|scripting,1245,0.07068273092369477,0.5607092976570129
2052,https://api.github.com/repos/webpack/webpack/issues/2052,pr,fix nodesourceplugin includ absolut path caus differ chunkhash,becauseof nodesourceplugin absolut file path express dependenciesblockvari js updat chunkhash use express solut path rel rel path base project done,hacki fix better find origin absolut path fix,2,3,hash|hack,37,0.08108108108108109,0.557920515537262
5045,https://api.github.com/repos/webpack/webpack/issues/5045,issue,load chunk asset path rel variabl entri locat cdn,want request featur report bug featur current behavior config option set path rel current page url current behavior bug pleas provid step reproduc notabug expect behavior load chunk asset path rel entri script file url host page featur request motiv case chang behavior compani develop solut load site third parti script similar disqu current asset host cdn locat variabl otherwis hard code cdn path instead hard code new cdn path time abl configur bundl load chunk asset rel entri script locat pleas mention relev inform browser version node js version webpack version oper system use webpack,add context request webpack script build deploy asset rel deploy script push nest path segment deploy environ load number url wild hardcod path webpack script publicpath output leak deploy detail webpack script rather great option tell entri file whatev url load base load chunk rel issu activ least half year subject automat issu close activ next day comment keep aliv still great load addit asset rel url entri point load rel page url allow us store export bundl chunk extern cdn still abl load reliabl without specifi publicpath fulli qualifi url path deploy script often store differ environ prod stage dev test etc differ server help simplifi build deploy process requir us pull deploy destin deploy script inject build script use part webpack configur webpack alreadi make assumpt url page rel path root refer everyth els path publicpath use configur seem huge step logic place assum url actual load rel path root instead issu activ least half year subject automat issu close activ next day issu close inact think still valid issu pleas file new issu addit inform,5,19,asset|scripting|leak|inject|validate,284,0.06690140845070422,0.5578567981719971
326,https://api.github.com/repos/PatrickJS/starter/issues/326,issue,get hashingunhandl type error run build prod,get error tri build prod dist build dev dist work webpack prod config js updat modifi similar webpack config js anyon guid look onto,see issu hey actual reason use webpack md hash less risk collis appar possibl simpli pass differ hash algorithm output option per last comment fyi creat sibl project sha rather md thank updat md hash show use error stack,2,5,hash|sha,71,0.07042253521126761,0.5571386814117432
13316,https://api.github.com/repos/FortAwesome/Font-Awesome/issues/13316,issue,font awesom fail decod download font,use angularj superstat server follow error fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font fail decod download font pars error invalid version tag localhost ots pars error invalid version tag,,2,21,decode|validate,97,0.21649484536082475,0.5560092329978943
9360,https://api.github.com/repos/webpack/webpack/issues/9360,issue,hash collid unident file content webpack config chang,bug report current behavior certain config chang webpack produc differ file output calcul hash remaisn case least differ sourc map config devtool produc line end file mean hash alreadi point problemat cdn sinc chang webpack config propag cdn file cdn differ hard debug make imposs valid file content hash match alreadi product current behavior bug pleas provid step reproduc basic webpack config produc build hash use type sourc map hash remain content differ hash chang devtool set chang output chang potenti solut take relev part webpack config account calcul hash case devtool part hash calcul well e g differ compress type relev config familiar webpack intern naiv achiev append relev config end file relat calcul hash know devtool produc ident result taken account map devtool ident result chang devtool similar set chang relev inform webpack version node js version v oper system maco addit tool e relat featur request,issu activ least three month subject automat issu close activ next day still valid issu close inact think still valid issu pleas file new issu addit inform still relev,2,13,hash|validate,187,0.06951871657754011,0.555587887763977
514,https://api.github.com/repos/parcel-bundler/parcel/issues/514,pr,invalid cach depend includ parent chang,depend pre compil parent asset e g stylu import still need invalid cach file chang fscach look dep store mtime cach file read cach dep check see chang parent asset invalid,,2,5,validate|asset,38,0.13157894736842105,0.5473288893699646
538,https://api.github.com/repos/ansible/awx/issues/538,issue,static asset w fingerprint,issu type featur idea compon name ui summari static asset filenam remain unchang content chang like load browser cach instead request server lead user manual dump cach recent chang ideal avoid pass asset build system file becom chang asset inject html templat partial etc use programmat name requir file built webpack environ awx addit inform process leverag run imag optim task reduc files imag includ project load time result,,3,6,asset|fingerprint|inject,74,0.08108108108108109,0.5424664616584778
1980,https://api.github.com/repos/parcel-bundler/parcel/issues/1980,issue,possibl work asset folder file hash pass,case want folder static font file never chang cach year header filenam chang hash e g exampl want host file origin filenam refer project absolut url host word select disabl hash certain type resourc e g,host cdn link use absolut url besid current possibl ok clear enough want check,2,4,asset|hash,58,0.06896551724137931,0.5391827821731567
9354,https://api.github.com/repos/webpack/webpack/issues/9354,issue,webpack asset invalid invalid sourc emit asset,bug report came custom watch process current behavior asset emit later invalid watcher asset output build remain old asset current behavior bug pleas provid step reproduc run watch build sourc emit asset asset invalid sourc cach expect behavior asset invalid invalid underli sourc new asset emit relev inform webpack version alpha,loader call loader correctli declar depend emit content reloc loader emiss thought default webpack relat emiss modul handl loader default loader resp modul depend resourc case read addit file insid loader e webpack know loader resp modul depend addit file consequ watch cach work expect modul invalid addit file chang loader execut add depend probabl make sens glob directori add directori depend chang directori invalid modul note webpack yet implement timestamp directori probabl alway invalid neg perform effect compil still correct becom faster implement watch work expect ps cach sure loader execut compil modul loader cach inject cach sourc code crash runtim undefin instead plugin add flag loader non cacheabl given loader resourc emit asset file invalid asset file invalid resourc emit case glob much concern node modul path arent typic updat watch build specif issu chang singl asset invalid loader second time rebuilt invalid build use old output sure loader trick see get around creat plugin loader simpli suitabl case specif invalid work first time second time still use old sourc cc ad line fix issu call file read access loader everi directori realli thank much owe one mistakenli thought api instead api gap mental model alway valid alway cach file comment updat,3,28,asset|validate|inject,263,0.10646387832699619,0.5385886430740356
