id,score
"2499036","7"
"2501871","1"
"2507777","2"
"2508698","0"
"2509013","1"
"2510311","3"
"2512026","2"
"2512849","1"
"2513863","45"
"2516266","4"
"2521658","2"
"2522967","0"
"2525656","0"
"2529772","1"
"2533049","24"
"2534971","0"
"2535210","0"
"2535516","14"
"2536491","2"
"2536896","1"
"2540337","6"
"2543881","11"
"2543966","4"
"2544235","0"
"2546134","5"
"2546957","3"
"2550809","7"
"2551368","4"
"2556357","4"
"2557586","3"
"2561564","1"
"2561999","14"
"2562325","13"
"2563073","3"
"2563978","13"
"2564085","1"
"2566076","1"
"2566096","0"
"2568112","0"
"2568835","2"
"2568954","1"
"2569938","1"
"2575435","3"
"2576734","7"
"2578645","6"
"2583065","0"
"2583402","1"
"2587212","4"
"2589928","6"
"2592092","111"
"2593016","4"
"2596690","0"
"2601464","0"
"2601761","6"
"2604271","1"
"2604674","0"
"2605282","-4"
"2608419","0"
"2612807","3"
"2613708","4"
"2614862","347"
"2618944","15"
"2621706","5"
"2622658","1"
"2626639","0"
"2632389","4"
"2634159","7"
"2634203","10"
"2636322","1"
"2639813","0"
"2640173","1"
"2645464","4"
"2647935","4"
"2647941","3"
"2656765","4"
"2657881","0"
"2660512","7"
"2660629","5"
"2660910","0"
"2661709","0"
"2665820","1"
"2666839","2"
"2666923","1"
"2667009","0"
"2668983","4"
"2669690","4108"
"2672165","0"
"2674959","0"
"2677524","7"
"2677928","2"
"2678426","3"
"2688382","0"
"2688624","0"
"2688980","1"
"2696481","8"
"2702547","7"
"2705667","3"
"2711084","4"
"2711709","6"
"2716669","22"
"2716892","0"
"2717653","6"
"2720171","3"
"2725597","1"
"2727652","2"
"2730498","0"
"2735694","5"
"2740831","1"
"2743107","2"
"2744420","1"
"2745895","5"
"2746591","0"
"2756422","4"
"2756553","9"
"2757203","3"
"2758027","1"
"2761458","14"
"2764229","3"
"2766976","2"
"2767811","0"
"2774074","6"
"2775242","5"
"2778768","0"
"2780247","1"
"2781574","5"
"2784782","5"
"2785323","2"
"2785414","0"
"2785978","1"
"2788805","0"
"2789182","1"
"2791793","2"
"2794137","46"
"2795280","0"
"2799814","5"
"2800975","11"
"2802541","22"
"2805280","1"
"2806004","3"
"2806625","2"
"2808368","9"
"2813478","0"
"2813854","0"
"2820249","274"
"2821509","36"
"2825144","12"
"2831921","1"
"2832577","5"
"2834034","12"
"2834071","4"
"2837593","5"
"2839663","4"
"2846745","0"
"2848481","2"
"2849302","0"
"2850074","-1"
"2855826","2"
"2858345","21"
"2858574","2"
"2860354","-1"
"2860879","66"
"2862690","3"
"2863864","0"
"2864739","0"
"2864743","3"
"2867027","12"
"2869930","5"
"2870880","2"
"2880519","14"
"2880638","10"
"2881479","3"
"2889933","1"
"2890218","0"
"2891184","2"
"2893628","0"
"2896641","2"
"2902041","0"
"2902406","0"
"2903879","1"
"2905349","6"
"2905745","2"
"2905886","7"
"2909826","1"
"2915574","1"
"2915841","0"
"2916338","1"
"2917370","0"
"2917395","1"
"2920434","5"
"2920752","73"
"2921242","3"
"2926402","2"
"2928006","4"
"2929993","0"
"2935270","3"
"2937249","1"
"2938563","3"
"2940500","2"
"2941334","1"
"2943892","1"
"2948037","6"
"2951738","0"
"2951793","1"
"2952189","0"
"2952710","16"
"2953188","3"
"2954018","2"
"2955183","6"
"2957475","0"
"2962038","7"
"2962202","1"
"2962811","1"
"2963116","0"
"2965487","1"
"2967874","0"
"2968502","1"
"2968690","25"
"2969719","1"
"2970356","1"
"2971826","17"
"2972468","3"
"2973551","2"
"2973993","3"
"2977370","1"
"2978441","0"
"2980143","44"
"2980327","0"
"2982973","1"
"2983318","1"
"2983384","7"
"2985097","11"
"2988542","1"
"2989669","1"
"2993517","0"
"2994412","1"
"2996459","1"
"2997131","1"
"2998653","2"
"3002828","4"
"3005360","0"
"3005506","4"
"3006090","3"
"3007927","2"
"3008059","0"
"3009048","4"
"3009137","0"
"3013692","1"
"3016623","0"
"3019125","4"
"3019353","8"
"3022446","1"
"3023050","1"
"3024833","2"
"3024891","2"
"3032770","6"
"3036134","4"
"3036711","1"
"3039545","0"
"3040304","2"
"3044485","2"
"3047437","9"
"3048055","3"
"3048982","7"
"3050703","3"
"3051285","13"
"3053972","7"
"3055577","1"
"3059483","5"
"3067813","1"
"3069876","1"
"3069981","6"
"3073751","1"
"3074614","8"
"3074703","2"
"3076581","0"
"3079463","3"
"3079901","4"
"3079925","5"
"3081421","5"
"3087714","1"
"3092745","1"
"3092986","0"
"3095206","5"
"3098834","0"
"3100128","0"
"3105690","2"
"3106054","17"
"3107128","1"
"3108597","6"
"3108944","0"
"3110353","5"
"3111869","7"
"3113253","7"
"3116542","0"
"3117488","1"
"3119804","0"
"3121367","17"
"3123831","15"
"3124051","0"
"3124063","0"
"3125547","2"
"3125556","25"
"3127122","1"
"3128062","23"
"3129899","13"
"3130141","6"
"3131588","1"
"3146324","40"
"3146798","217"
"3152284","2"
"3156710","8"
"3156992","3"
"3158194","1"
"3164288","0"
"3168527","35"
"3168805","58"
"3169404","3"
"3170196","2"
"3170263","1"
"3171138","0"
"3171493","0"
"3174066","0"
"3174128","6"
"3174747","1"
"3176590","6"
"3177171","2"
"3178200","17"
"3181358","2"
"3181583","0"
"3182695","0"
"3190289","1"
"3190821","2"
"3191338","13"
"3194632","7"
"3195788","-3"
"3195917","0"
"3196335","6"
"3199284","0"
"3199568","2"
"3200011","7"
"3201896","8"
"3202348","3"
"3204194","7"
"3204891","0"
"3205857","0"
"3207051","1"
"3208604","26"
"3225467","1"
"3226713","1"
"3229046","0"
"3234984","0"
"3238045","2"
"3240974","6"
"3242732","1"
"3243506","0"
"3244064","4"
"3247270","2"
"3248613","0"
"3252400","2"
"3254112","2"
"3260310","1"
"3264541","0"
"3265435","7"
"3268484","0"
"3269578","55"
"3272940","2"
"3278354","1"
"3282710","0"
"3283562","8"
"3284406","1"
"3284433","3"
"3287105","1"
"3287703","0"
"3287821","0"
"3288694","5"
"3289032","1"
"3291936","15"
"3293117","2"
"3298006","0"
"3298239","3"
"3298891","2"
"3300393","4"
"3303155","0"
"3303493","1"
"3303886","3"
"3306376","1"
"3312958","5"
"3315660","0"
"3315687","8"
"3319249","8"
"3319282","0"
"3319288","2"
"3320363","13"
"3321978","6"
"3323038","1"
"3324926","5"
"3330500","6"
"3330906","8"
"3331548","6"
"3332283","0"
"3337263","11"
"3342825","0"
"3346730","-2"
"3350933","0"
"3355160","1"
"3355669","2"
"3355735","7"
"3356868","11"
"3359185","0"
"3362464","3"
"3362873","1"
"3363495","8"
"3364189","4"
"3365150","0"
"3366189","0"
"3371314","178"
"3371660","0"
"3372003","0"
"3372137","3"
"3377210","0"
"3380289","0"
"3382147","5"
"3386132","1"
"3387603","3"
"3391345","1"
"3391623","8"
"3392023","6"
"3393428","2"
"3393557","6"
"3393790","1"
"3394355","0"
"3397077","1"
"3400759","72"
"3400836","1"
"3405775","7"
"3410274","8"
"3413224","3"
"3417521","9"
"3429199","9"
"3431842","6"
"3433489","1"
"3438128","0"
"3438588","10"
"3438923","13"
"3439663","9"
"3442172","3"
"3443083","1"
"3444310","1"
"3445659","6"
"3445821","0"
"3448382","6"
"3450697","0"
"3451964","1"
"3452034","3"
"3452881","2"
"3457391","86"
"3460299","10"
"3461298","10"
"3463507","1"
"3463614","0"
"3466906","3"
"3466975","3"
"3468268","30"
"3470210","0"
"3471981","0"
"3476278","1"
"3476741","1"
"3477452","2"
"3479504","0"
"3483832","0"
"3487913","1"
"3489620","1"
"3489859","13"
"3490593","7"
"3491956","1"
"3492288","0"
"3492776","0"
"3495735","1"
"3497559","2"
"3500659","3"
"3502384","2"
"3503102","70"
"3504068","0"
"3507146","0"
"3507542","4"
"3508225","2"
"3513100","0"
"3515694","4"
"3523962","1"
"3524790","1"
"3527130","0"
"3527371","0"
"3531053","1"
"3542412","1"
"3543091","1"
"3543163","2"
"3546908","1"
"3549459","4"
"3550790","55"
"3552332","0"
"3553143","0"
"3555112","3"
"3558702","5"
"3562027","2"
"3563794","0"
"3566016","2"
"3569183","6"
"3571080","7"
"3571303","3"
"3574474","3"
"3576257","1"
"3577289","6"
"3582496","0"
"3583562","1"
"3584121","1"
"3586839","0"
"3587100","2"
"3593964","3"
"3594080","1"
"3597445","1"
"3597682","12"
"3601530","0"
"3601815","1"
"3602530","4"
"3602638","5"
"3604436","0"
"3609005","15"
"3614080","5"
"3614467","3"
"3616485","1"
"3619265","4"
"3621773","2"
"3623610","-1"
"3625703","-1"
"3628287","1"
"3632283","11"
"3634613","0"
"3637545","2"
"3637918","1"
"3638619","6"
"3640993","31"
"3640995","2"
"3643509","6"
"3643799","0"
"3644512","4"
"3654197","0"
"3655217","0"
"3658604","3"
"3666538","1"
"3671930","2"
"3674564","3"
"3677486","0"
"3682435","4"
"3684645","2"
"3688447","0"
"3689455","24"
"3690161","8"
"3697392","2"
"3703350","4"
"3705492","1"
"3708476","4"
"3708925","0"
"3710907","1"
"3711098","3"
"3724925","2"
"3725525","4"
"3725618","0"
"3727332","2"
"3727689","0"
"3728798","12"
"3731005","2"
"3732495","0"
"3737126","0"
"3746714","0"
"3748682","1"
"3750164","1"
"3755305","5"
"3756924","2"
"3758575","2"
"3760792","4"
"3761899","1"
"3762746","52"
"3764589","11"
"3770446","9"
"3772108","1"
"3778311","2"
"3784408","-2"
"3788116","1"
"3788808","1"
"3793246","17"
"3797693","4"
"3799005","3"
"3804797","0"
"3810058","14"
"3811235","1"
"3814375","12"
"3817642","5"
"3818165","2"
"3818428","5"
"3818983","1"
"3822614","3"
"3823969","2"
"3824160","2"
"3826083","3"
"3826290","1"
"3827927","6"
"3835742","2"
"3836545","2"
"3838908","2"
"3844996","2"
"3846199","0"
"3849529","2"
"3852637","0"
"3853986","0"
"3855869","1"
"3856664","0"
"3858926","0"
"3860529","0"
"3863339","1"
"3867714","5"
"3873955","2"
"3875183","1"
"3876203","2"
"3876498","0"
"3876907","2"
"3877997","1"
"3883072","3"
"3884087","2"
"3890390","1"
"3890693","0"
"3893903","9"
"3894155","3"
"3895322","6"
"3895530","1"
"3896365","1"
"3897783","0"
"3902411","11"
"3903502","0"
"3904141","5"
"3905310","4"
"3911267","3"
"3913837","3"
"3914572","3"
"3914936","1"
"3916736","2"
"3917670","0"
"3920209","0"
"3922872","5"
"3923285","6"
"3924686","2"
"3926576","1"
"3926738","0"
"3927456","11"
"3927795","7"
"3930762","8"
"3931621","0"
"3935744","2"
"3936117","10"
"3938928","0"
"3939773","7"
"3947039","0"
"3949171","0"
"3950131","8"
"3951832","0"
"3952122","50"
"3952687","3"
"3952737","0"
"3955803","32"
"3956775","1"
"3958632","1"
"3960527","0"
"3962105","1"
"3962463","5"
"3962849","0"
"3964595","0"
"3966756","3"
"3969047","6"
"3969110","0"
"3973482","2"
"3974211","1"
"3975566","0"
"3977274","5"
"3979975","0"
"3982132","0"
"3983638","3"
"3991291","2"
"3993005","7"
"3994436","4"
"3999733","4"
"4003325","4"
"4003823","32"
"4004313","15"
"4004400","4"
"4009817","33"
"4009871","0"
"4013696","0"
"4017757","17"
"4019128","1"
"4023243","0"
"4024275","15"
"4028310","0"
"4029201","0"
"4029956","2"
"4030076","4"
"4030750","0"
"4030945","4"
"4032094","-1"
"4033080","1"
"4033574","5"
"4047893","0"
"4049160","2"
"4049182","-1"
"4055982","0"
"4056695","3"
"4058217","9"
"4060867","16"
"4062879","3"
"4063154","2"
"4063741","0"
"4069400","6"
"4072641","0"
"4073945","2"
"4074027","1"
"4081988","0"
"4082401","4"
"4083204","77"
"4083291","8"
"4083643","4"
"4084218","0"
"4084979","28"
"4087734","1"
"4091083","1"
"4094608","0"
"4094701","6"
"4094854","4"
"4097953","0"
"4100262","2"
"4102206","3"
"4103003","1"
"4106288","0"
"4107673","1"
"4108595","2"
"4110964","7"
"4111311","2"
"4111808","20"
"4113278","2"
"4116944","0"
"4118986","6"
"4121629","74"
"4124182","13"
"4124184","12"
"4129496","8"
"4135138","11"
"4141900","1"
"4146969","1"
"4147733","0"
"4151234","5"
"4156723","8"
"4157088","0"
"4157225","0"
"4158434","3"
"4158664","2"
"4159500","4"
"4163122","63"
"4164840","0"
"4165680","2"
"4170418","5"
"4176574","14"
"4180631","0"
"4187980","0"
"4192207","1"
"4198562","13"
"4203464","2"
"4203798","2"
"4206850","0"
"4208126","2"
"4208365","1"
"4209104","11"
"4210653","4"
"4211697","0"
"4212290","1"
"4216186","0"
"4216429","2"
"4223255","2"
"4224053","0"
"4224945","1"
"4225206","0"
"4231018","0"
"4232244","10"
"4232615","0"
"4234751","2"
"4240757","0"
"4249253","2"
"4250061","4"
"4252208","9"
"4253876","1"
"4253938","0"
"4254900","1"
"4255975","1"
"4256205","1"
"4258539","2"
"4260108","2"
"4262636","3"
"4271855","0"
"4276432","1"
"4281746","1"
"4287174","0"
"4290908","1"
"4293565","0"
"4293634","3"
"4296820","0"
"4298953","1"
"4306589","5"
"4306873","4"
"4308261","2"
"4308445","1"
"4309152","1"
"4310535","15"
"4313864","1"
"4314222","4"
"4315092","1"
"4316770","2"
"4317107","1"
"4317257","5"
"4319710","3"
"4320252","4"
"4321571","1"
"4325563","13"
"4329749","5"
"4330738","0"
"4331201","4"
"4332021","1"
"4333132","2"
"4337259","8"
"4337741","-2"
"4339734","0"
"4343386","4"
"4344325","4"
"4344703","14"
"4344868","3"
"4348263","4"
"4350588","4"
"4353625","7"
"4355413","0"
"4362453","0"
"4364028","0"
"4365117","3"
"4369215","0"
"4369360","6"
"4370450","2"
"4375892","1"
"4385771","0"
"4386125","1"
"4386161","0"
"4392884","7"
"4395722","0"
"4403565","0"
"4404940","8"
"4405546","1"
"4406710","0"
"4406948","4"
"4411867","0"
"4419883","10"
"4424886","0"
"4426184","69"
"4432176","0"
"4440930","4"
"4442795","0"
"4443331","0"
"4445144","3"
"4446247","3"
"4448643","0"
"4452161","10"
"4453822","21"
"4459707","0"
"4461355","0"
"4465113","1"
"4466662","3"
"4468605","7"
"4471657","0"
"4475086","1"
"4476633","0"
"4481701","16"
"4481944","1"
"4482272","1"
"4482316","0"
"4486383","1"
"4488618","1"
"4488620","0"
"4490276","2"
"4490723","14"
"4493378","0"
"4494662","5"
"4495700","2"
"4496681","7"
"4498897","1"
"4500373","4"
"4503504","4"
"4504177","1"
"4505794","0"
"4506124","4"
"4511522","0"
"4513155","0"
"4517276","2"
"4520118","11"
"4521213","1"
"4523022","5"
"4524553","3"
"4524911","8"
"4525558","6"
"4527790","2"
"4529484","13"
"4540753","289"
"4546012","0"
"4546091","0"
"4546591","29"
"4548298","1"
"4556066","1"
"4564129","2"
"4565486","1"
"4576528","2"
"4579809","1"
"4580329","22"
"4580967","0"
"4584009","1"
"4584786","1"
"4588250","0"
"4588581","56"
"4590361","0"
"4592149","1"
"4594798","6"
"4595537","10"
"4603512","0"
"4603815","0"
"4605384","0"
"4606513","-1"
"4606866","13"
"4608597","3"
"4609677","3"
"4610408","0"
"4613361","1"
"4613739","12"
"4614542","1"
"4615482","0"
"4616938","1"
"4616950","0"
"4621516","0"
